IdEvaluacion;FechaEvaluacion;IdJugador;IdPosicion;PesoBrutoKg;TallaCorporalCm;TallaSentadoCM;DiametroBiacromial;DiametroToraxTransverso;DiametroToraxAnteroPosterior;DiametroBi-iliocrestideo;DiametroHumeralBiepicondilar;DiametroFemoralBiepicondilar;PerimetroCabeza;PerimetroBrazoRelajado;PerimetroBrazoFlexionadoEnTension;PerimetroAntebrazoMaximo;PerimetroToraxMesoesternal;PerimetroCinturaMinima;PerimetroCaderaMaximo;PerimetroMusloMaximo;PerimetroMusloMedial;PerimetroPantorrillaMaxima;PlieguesTriceps;PlieguesSubescapular;PlieguesSupraespinal;PlieguesAbdominal;PlieguesMusloMedial;PlieguesPantorrilla;Bicipital;Supracrestideo;Sumatoria 6 pliegues;Sumatoria 8 pliegues;MasaPielKg;MasaPielPer;MasaAdiposaKg;MasaAdiposaPer;MasaMuscularKg;MasaMuscularPer;MasaResidualKg;MasaResidualPer;MasaOseaKg;MasaOseaPer;IMO;IAM;ObjetivoGeneral;ObjetivoEspecifico;Comentarios;;
320;08/03/2024;303;16;74.3;179.5;93.3;41.3;29.3;20.7;26.8;7.2;10;54.8;29.3;32.6;26;97;81.4;97.1;57.4;56.6;37.4;8;6.8;6.8;7.8;7.4;4.2;;;41;;3.98;0.053;14.74;0.198;37.60;0.505;9.73;0.131;8.41;0.113;4.47;0.39;;;;;
321;09/04/2024;303;16;74;179.5;93.3;41.3;29.3;20.7;26.8;7.2;10;54.8;29;32.3;26;98;79.9;98;57.6;56;37.5;7.8;7.6;7.6;8.4;7.2;4.2;;;42.8;;3.98;0.053;15.08;0.201;37.99;0.507;9.42;0.126;8.41;0.112;4.52;0.40;Disminuir Masa Adiposa;1000;El porcentaje de t adiposo puede elevarse como consecuencia de una m muscular dimisnuída. Obj final +2 Kg m. muscular y -4 Kg t. adiposo;;
322;02/01/2024;613;18;75.2;176.6;87.1;43.4;29.7;23.4;28.2;6.8;9.7;55.8;31.8;35.8;27.6;97.2;78.7;95.6;58;56.2;37.3;5;8.2;6;6.8;5.8;3.4;;;35.2;;3.91;0.052;13.11;0.173;40.01;0.529;9.45;0.125;9.20;0.122;4.35;0.33;;;;;
323;19/01/2024;613;18;72.4;176.6;87.1;43.4;29.7;23.4;28.2;6.8;9.7;55.8;31.8;35;27.2;97.8;79;95.2;57.4;56.3;37;4.6;7.2;5.6;5.6;5.6;3.2;;;31.8;;3.91;0.052;12.49;0.166;39.95;0.532;9.56;0.127;9.20;0.122;4.34;0.31;;;;;
324;09/02/2024;613;18;72.5;176.6;87.1;43.4;29.7;23.4;28.2;6.8;9.7;55.8;31.8;35;27.2;98.4;77.2;95.4;56.8;56.7;36.8;4.4;7.2;4.8;5.6;5.2;3;;;30.2;;3.91;0.052;12.20;0.164;39.97;0.536;9.26;0.124;9.20;0.123;4.34;0.31;;;;;
325;08/03/2024;613;18;72.8;176.6;87.1;43.4;29.7;23.4;28.2;6.8;9.7;55.8;32;35.4;27.8;98.6;78.8;94.4;56.6;56.6;36.6;4.4;7.4;4.8;5.2;5;3;;;29.8;;3.91;0.052;12.13;0.162;40.23;0.536;9.54;0.127;9.20;0.123;4.37;0.30;;;;;
326;04/04/2024;613;18;72.9;176.6;87.1;43.4;29.7;23.4;28.2;6.8;9.7;55.8;31.8;35.2;27.2;97.9;78;94.6;57.7;56.8;36.7;4.2;7.4;5.2;4.8;5;3;;;29.6;;3.91;0.052;12.09;0.162;40.12;0.537;9.43;0.126;9.20;0.123;4.36;0.30;Mantener Composición Corporal;0;El jugador mantiene una buena composición.;;
327;03/01/2024;316;16;72.1;177.2;92.2;39.3;28.4;20.7;26.8;7.2;10;56.5;30.4;34.6;26.2;94.6;75.6;95.8;56.6;55.4;35.8;6.6;8.8;8.4;18.4;6.8;4.8;;;53.8;;3.89;0.054;16.61;0.229;35.91;0.496;7.83;0.108;8.16;0.113;4.40;0.46;;;;;
328;18/01/2024;316;16;71.3;177.2;92.2;39.3;28.4;20.7;26.8;7.2;10;56.5;30.3;33.8;26;93.6;73.8;94.8;56;55;36.3;6.2;8.8;9.6;12.6;6.6;5;;;48.8;;3.89;0.055;15.70;0.221;35.37;0.498;7.83;0.110;8.16;0.115;4.33;0.44;;;;;
329;06/02/2024;316;16;70.5;177.2;92.2;39.3;28.4;20.7;26.8;7.2;10;56.5;29.7;33.2;25.8;93.4;74.5;92.7;55.7;54.4;35.8;5.8;8.2;7.8;12;6.6;4.4;;;44.8;;3.89;0.056;14.97;0.214;34.81;0.499;8.00;0.114;8.16;0.117;4.27;0.43;;;;;
330;07/03/2024;316;16;70.9;177.2;92.2;39.3;28.4;20.7;26.8;7.2;10;56.5;30;33.9;25.8;93.4;75;93;56.2;54.8;36.4;6;7.8;7.4;11.8;6.4;4.2;;;43.6;;3.89;0.055;14.75;0.210;35.49;0.504;8.10;0.115;8.16;0.116;4.35;0.42;;;;;
331;05/04/2024;316;16;71.7;177.2;92.2;39.3;28.4;20.7;26.8;7.2;10;56.5;30.6;34.4;26.2;94.4;73.4;93.5;56.7;55.4;36.3;6.2;8;7.2;10.6;6.2;4.8;;;43;;3.89;0.055;14.64;0.206;36.41;0.513;7.87;0.111;8.16;0.115;4.46;0.40;Disminuir Masa Adiposa;1000;Se debe disminuir el porcentaje de t. adiposo. Obj final: - 3 Kg T. adiposo;;
332;03/01/2024;614;18;78.8;186;97.6;41.2;28.1;24.2;26.8;7.4;10.1;56.6;29.8;32.8;27.8;96.6;77.5;99.6;56.4;55.4;37.1;6;8.8;7.2;12.6;5;4.4;;;44;;4.28;0.055;16.71;0.217;38.38;0.498;9.28;0.120;8.50;0.110;4.52;0.44;;;;;
333;18/01/2024;614;18;80;186;97.6;41.2;28.1;24.2;26.8;7.4;10.1;56.6;30.2;32.5;27.8;97.5;76.5;99.6;57.5;56.4;37.2;6;7.4;7;10.8;4.8;4.6;;;40.6;;4.28;0.055;16.02;0.206;39.76;0.511;9.19;0.118;8.50;0.109;4.68;0.40;;;;;
334;08/02/2024;614;18;80.9;186;97.6;41.2;28.1;24.2;26.8;7.4;10.1;56.6;30.3;33.4;28;96.7;78;100.5;59;57.1;37.6;5.4;7.6;5.8;10;5.4;4.8;;;39;;4.28;0.055;15.70;0.200;40.36;0.515;9.55;0.122;8.50;0.108;4.75;0.39;;;;;
335;08/03/2024;614;18;81.9;186;97.6;41.2;28.1;24.2;26.8;7.4;10.1;56.6;31;33.6;28.4;96.8;78.3;101;57.5;56;37.4;5.2;8;6.6;9.8;5;4;;;38.6;;4.28;0.055;15.62;0.200;40.28;0.514;9.62;0.123;8.50;0.109;4.74;0.39;;;;;
336;05/04/2024;614;18;82.4;186;97.6;41.2;28.1;24.2;26.8;7.4;10.1;56.6;31.5;33.2;28.2;96.6;77.2;100.9;57.5;57;37.5;5.4;8.2;5.6;9;5.2;4.2;;;37.6;;4.28;0.055;15.42;0.198;40.25;0.517;9.45;0.121;8.50;0.109;4.74;0.38;Aumentar Masa Muscular;1000;El porcentaje de t adiposo puede elevarse como consecuencia de una m muscular dimisnuída. Obj final +2 Kg m. muscular - 2 Kg T. adiposo;;
337;04/01/2024;615;1;79.5;188;96.9;42.6;29.3;22.1;27.2;7.2;10.3;56.2;30.6;33.9;27.6;97.1;78.8;101.3;57.5;55.5;36.4;8.4;9.6;12.4;22;13.6;4.8;;;70.8;;4.27;0.052;22.65;0.277;37.28;0.456;8.74;0.107;8.90;0.109;4.19;0.61;;;;;
338;18/01/2024;615;1;81.8;188;96.9;42.6;29.3;22.1;27.2;7.2;10.3;56.2;30.9;34.4;27.6;99.6;79.2;98.1;58.8;55.2;36.7;7.8;9;10.6;18.4;8.8;4.6;;;59.2;;4.27;0.052;20.27;0.245;40.32;0.487;9.05;0.109;8.90;0.107;4.53;0.50;;;;;
339;08/02/2024;615;1;79.3;188;96.9;42.6;29.3;22.1;27.2;7.2;10.3;56.2;31.2;34.4;27.2;98.5;78.6;99;58.3;55.5;36.7;7.8;8.6;10.4;16.6;8.8;4.8;;;57;;4.27;0.052;19.82;0.243;39.54;0.485;9.05;0.111;8.90;0.109;4.44;0.50;;;;;
340;08/03/2024;615;1;80.3;188;96.9;42.6;29.3;22.1;27.2;7.2;10.3;56.2;30.7;34.7;27.6;100.2;77.4;97.7;57.5;55.9;36.4;8.2;8.6;12.4;16;8.8;4.2;;;58.2;;4.27;0.052;20.07;0.245;39.81;0.486;8.84;0.108;8.90;0.109;4.47;0.50;;;;;
341;05/04/2024;615;1;80.4;188;96.9;42.6;29.3;22.1;27.2;7.2;10.3;56.2;32;35;27.4;101.6;77.2;98.9;57.8;56;36.5;7.8;8.2;13.2;14.6;9;4.2;;;57;;4.27;0.051;19.82;0.238;41.29;0.496;8.89;0.107;8.90;0.107;4.64;0.48;Aumentar Masa Muscular;1500;El porcentaje de t adiposo puede elevarse como consecuencia de una m muscular dimisnuída. Obj final+ 4 Kg m. muscular y  - 5 Kg t. adiposo.;;
342;03/01/2024;301;18;86.5;189.5;97;44;31;23;29.9;7;10;56.3;32.1;36;26.8;106.2;86.3;100.6;58.6;57.2;36.1;9.2;6.8;8.6;12.2;8.2;4.4;;;49.4;;4.45;0.051;18.62;0.212;43.61;0.496;11.43;0.130;9.80;0.111;4.45;0.43;;;;;
343;18/01/2024;301;18;86.2;189.5;97;44;31;23;29.9;7;10;56.3;32.4;36.3;27.1;106.1;85.6;100.6;59.6;58.5;36.4;9;6.4;7.2;9.8;7.4;4;;;43.8;;4.45;0.051;17.45;0.199;44.77;0.509;11.44;0.130;9.80;0.111;4.57;0.39;;;;;
344;08/02/2024;301;18;86.9;189.5;97;44;31;23;29.9;7;10;56.3;32.4;36.9;27.4;104.9;85.9;100.6;59.1;58.2;36.8;7.8;6.6;6.4;9.4;8;5;;;43.2;;4.45;0.051;17.33;0.198;44.19;0.506;11.53;0.132;9.80;0.112;4.51;0.39;;;;;
345;07/03/2024;301;18;87.9;189.5;97;44;31;23;29.9;7;10;56.3;32.4;36.6;27.1;107.4;85.1;101.2;59.5;58.3;36.9;7.6;6.8;6.4;9;7.2;4.8;;;41.8;;4.45;0.050;17.03;0.193;45.66;0.517;11.39;0.129;9.80;0.111;4.66;0.37;;;;;
346;05/04/2024;301;18;87.5;189.5;97;44;31;23;29.9;7;10;56.3;32.2;36.6;27.2;108.2;86.4;101.6;58.4;59.1;36.5;7.8;6.6;6;9.4;7.2;4.2;;;41.2;;4.45;0.050;16.91;0.192;45.36;0.515;11.63;0.132;9.80;0.111;4.63;0.37;Disminuir Masa Adiposa;1500;Se debe disminuir el porcentaje de tejido adiposo. Obj Final - 3 Kg;;
347;02/01/2024;58;17;67.8;171.2;80.8;40.2;26.6;19.8;26.4;7.6;9.8;54.4;30.2;33.3;26.3;93.1;74.8;93.6;57.3;56.4;35.8;8.2;6.2;9.8;11.2;12.4;5.2;;;53;;3.76;0.055;15.15;0.220;34.57;0.501;7.17;0.104;8.31;0.121;4.16;0.44;;;;;
348;19/01/2024;58;17;68.9;171.2;80.8;40.2;26.6;19.8;26.4;7.6;9.8;54.4;30.6;33.6;26.6;94.5;75;94.6;58.5;57.6;35.9;8;6.8;8;10.8;10.8;5.6;;;50;;3.76;0.054;14.64;0.209;36.02;0.515;7.22;0.103;8.31;0.119;4.33;0.41;;;;;
349;09/02/2024;58;17;68.9;171.2;80.8;40.2;26.6;19.8;26.4;7.6;9.8;54.4;30.6;32.9;25.9;94.5;74.8;94.7;57.3;57;35.9;9.2;6.2;9.2;10.6;9.2;5.2;;;49.6;;3.76;0.054;14.58;0.210;35.44;0.511;7.20;0.104;8.31;0.120;4.26;0.41;;;;;
350;07/03/2024;58;17;69.3;171.2;80.8;40.2;26.6;19.8;26.4;7.6;9.8;54.4;30.4;33.6;26.2;94.3;75;95.5;57.5;57.4;36.2;8.4;7.2;9.6;11.8;10;5.4;;;52.4;;3.76;0.054;15.05;0.216;35.45;0.508;7.17;0.103;8.31;0.119;4.27;0.42;;;;;
351;02/04/2024;58;17;69.2;172.4;81.3;40.2;26.6;19.8;26.4;7.6;9.8;54.4;30.5;33.7;26.4;95.6;73.8;95;57.9;56.8;36.2;8;6.8;9.6;10.8;10;5;;;50.2;;3.76;0.053;14.93;0.212;36.49;0.517;7.08;0.100;8.28;0.117;4.41;0.41;Aumentar Masa Muscular;1000;El porcentaje de t adiposo puede elevarse como consecuencia de una m muscular dimisnuída. Obj final -2 Kg t. adiposo.  + 3 Kg m. muscular;;
352;03/01/2024;320;16;68.2;171.5;89;40.8;29.9;22.6;24.9;6.8;9.9;54.6;28.2;32.6;27.3;95.5;75.9;93.2;55.9;55.6;37.6;3.8;6.2;3.6;4.2;4.2;2.8;;;24.8;;3.76;0.055;10.40;0.152;37.19;0.545;9.15;0.134;7.74;0.113;4.80;0.28;;;;;
353;24/01/2024;320;16;70.3;171.5;89;40.8;29.9;22.6;24.9;6.8;9.9;54.6;28.8;32.8;27.4;96.8;75.7;93.8;57.2;56.9;37.7;3.6;6.2;3.2;4.2;4;2.8;;;24;;3.76;0.054;10.27;0.148;38.59;0.555;9.11;0.131;7.74;0.111;4.99;0.27;;;;;
354;16/02/2024;320;16;70.6;171.5;89;40.8;29.9;22.6;24.9;6.8;9.9;54.6;28.5;32.6;26.8;96.4;76;94.2;57.8;57.5;38.3;3.4;6;3.2;4.2;4;2.8;;;23.6;;3.76;0.054;10.20;0.147;38.60;0.556;9.17;0.132;7.74;0.111;4.99;0.26;;;;;
355;07/03/2024;320;16;70.1;171.5;89;40.8;29.9;22.6;24.9;6.8;9.9;54.6;28.7;32.6;26.7;96.4;76.2;94.6;56.8;57.4;38.4;3.6;6.2;3.6;4.8;4;2.8;;;25;;3.76;0.054;10.44;0.150;38.23;0.551;9.17;0.132;7.74;0.112;4.94;0.27;;;;;
356;05/04/2024;320;16;70;171.5;89;40.8;29.9;22.6;24.9;6.8;9.9;54.6;28.5;32.4;26.8;95.8;76.6;93.7;56.6;56.8;37.8;3.4;6;3.6;4.6;3.8;3;;;24.4;;3.76;0.055;10.33;0.150;37.68;0.548;9.25;0.134;7.74;0.113;4.87;0.27;Mantener Composición Corporal;0;El jugador mantiene una buena composición.;;
357;06/02/2024;277;16;65.2;168.7;93.2;39.4;27.3;18.3;26.7;7;9.8;55.4;29;31.4;25.9;90.9;70.7;95.4;56.5;56.6;36.3;5.8;5.8;5.4;6.6;5;4.4;;;33;;3.62;0.056;11.32;0.177;34.14;0.533;6.96;0.109;8.07;0.126;4.23;0.33;;;;;
358;08/03/2024;277;16;65.9;168.7;93.2;39.4;27.3;18.3;26.7;7;9.8;55.4;28.6;31.4;26.3;90.4;72.2;96.3;57.2;56.3;36.4;5.6;5.4;5.4;6;5.2;4.2;;;31.8;;3.62;0.056;11.12;0.173;34.33;0.533;7.28;0.113;8.07;0.125;4.25;0.32;;;;;
359;09/04/2024;277;16;65.7;168.7;93.2;39.4;27.3;18.3;26.7;7;9.8;55.4;29;31.8;26.2;90.3;74;96.5;57;56.6;36.2;5.8;5.4;5.6;5.6;5.2;3.8;;;31.4;;3.62;0.056;11.06;0.171;34.27;0.530;7.64;0.118;8.07;0.125;4.25;0.32;Mantener Composición Corporal;0;El jugador mantiene una buena composición. ;;
360;02/01/2024;302;18;79.5;181.4;93.5;40.2;29.4;23.2;29.4;7;10;57.1;31.7;34.8;28.8;98.2;83;98.6;60.6;58.3;38;6.4;7;9.2;11.4;10.8;5.8;;;50.6;;4.10;0.050;16.96;0.207;41.73;0.509;10.33;0.126;8.94;0.109;4.67;0.41;;;;;
361;18/01/2024;302;18;79.7;181.4;93.5;40.2;29.4;23.2;29.4;7;10;57.1;31.5;34.8;28.6;99.1;84;99.1;61;59.3;38.4;4.8;7;9.2;9.8;9;5.6;;;45.4;;4.10;0.050;15.97;0.194;42.82;0.519;10.61;0.129;8.94;0.108;4.79;0.37;;;;;
362;08/02/2024;302;18;78.3;181.4;93.5;40.2;29.4;23.2;29.4;7;10;57.1;31.4;34.8;28.7;98.6;83.8;98.4;60.4;59.5;38.6;5;6.4;9;9.2;8.2;5.6;;;43.4;;4.10;0.050;15.59;0.191;42.58;0.520;10.61;0.130;8.94;0.109;4.76;0.37;;;;;
363;15/03/2024;302;18;78.6;181.4;93.5;40.2;29.4;23.2;29.4;7;10;57.1;31.2;34.9;28.4;98.6;82.8;99.7;59.7;58.7;37.8;5.6;6;7.4;8.4;8.6;5.4;;;41.4;;4.10;0.051;15.21;0.189;41.63;0.518;10.47;0.130;8.94;0.111;4.66;0.37;;;;;
364;05/04/2024;302;18;77.8;181.4;93.5;40.2;29.4;23.2;29.4;7;10;57.1;31.6;34.6;28.3;98.7;80.1;99.3;59.6;58.5;37.7;5.6;6;7.8;8.2;7.6;5.2;;;40.4;;4.10;0.051;15.02;0.188;41.89;0.524;9.97;0.125;8.94;0.112;4.69;0.36;Disminuir Masa Adiposa;1000;Se debe disminuir el porcentaje de tejido adiposo. Obj Final - 2.5 Kg;;
365;03/01/2024;315;18;81.5;182.7;94.9;44.1;32.6;20.6;28.9;7.1;10.2;55.6;32.8;36.9;27.6;104.3;82.7;95.8;59;59.2;39.2;4;6.8;4.6;5.4;4.6;3;;;28.4;;4.18;0.050;12.96;0.155;46.02;0.549;10.84;0.129;9.86;0.118;4.67;0.28;;;;;
366;24/01/2024;315;18;82.3;182.7;94.9;44.1;32.6;20.6;28.9;7.1;10.2;55.6;32.9;36.9;27.9;105.1;83.1;96.9;59.6;59.5;39.3;3.8;6.2;4.4;4.8;4.4;3;;;26.6;;4.18;0.049;12.61;0.149;47.02;0.556;10.95;0.129;9.86;0.117;4.77;0.27;;;;;
367;13/02/2024;315;18;80.2;182.7;94.9;44.1;32.6;20.6;28.9;7.1;10.2;55.6;33.2;36.5;27.4;105.5;82.6;96.6;58;57.8;38.8;3.2;6;4;4.2;4.2;2.8;;;24.4;;4.18;0.050;12.18;0.145;46.86;0.558;10.89;0.130;9.86;0.117;4.75;0.26;;;;;
368;20/02/2024;315;18;80.8;182.7;94.9;44.1;32.6;20.6;28.9;7.1;10.2;55.6;32.6;36.8;27.6;105.5;82.9;97.1;57.8;57.9;38.4;3.2;6.2;4;4.8;4.2;2.8;;;25.2;;4.18;0.050;12.34;0.148;45.85;0.551;10.91;0.131;9.86;0.119;4.65;0.27;;;;;
369;28/02/2024;315;18;80.2;182.7;94.9;44.1;32.6;20.6;28.9;7.1;10.2;55.6;32.9;37;27.7;104.9;85.1;97.5;57.7;57.7;38.6;3.2;6.2;4;4.6;4.6;3.2;;;25.8;;4.18;0.050;12.46;0.149;45.69;0.547;11.35;0.136;9.86;0.118;4.63;0.27;;;;;
370;07/03/2024;315;18;81.5;182.7;94.9;44.1;32.6;20.6;28.9;7.1;10.2;55.6;33.2;36.7;28.1;105.2;84.1;97.2;58.1;58.3;38.7;3.6;6.2;4.4;4.6;4.6;2.8;;;26.2;;4.18;0.050;12.53;0.149;46.37;0.551;11.16;0.133;9.86;0.117;4.70;0.27;;;;;
371;15/03/2024;315;18;80.6;182.7;94.9;44.1;32.6;20.6;28.9;7.1;10.2;55.6;34.2;37.1;27.9;105.3;81.9;97.2;58.7;58.4;38.7;3.6;6;4;4.8;4.2;2.6;;;25.2;;4.18;0.050;12.34;0.146;47.16;0.560;10.72;0.127;9.86;0.117;4.78;0.26;;;;;
372;09/04/2024;315;18;79.5;182.7;94.9;44.1;32.6;20.6;28.9;7.1;10.2;55.6;32.9;36.8;27.9;105.1;80.7;97.4;58.5;58.3;38.6;3.2;5.6;3.8;4.2;3.8;2.6;;;23.2;;4.18;0.050;11.95;0.144;46.52;0.560;10.52;0.127;9.86;0.119;4.72;0.26;Mantener Composición Corporal;0;El jugador mantiene una optima composición;;
373;03/01/2024;307;17;74.2;178.8;94.8;44.4;29.6;20.6;28.9;6.8;10.4;56.4;27.3;31.4;26.8;95.4;78.4;96.4;56.4;54.3;36.5;5.2;6.8;6.2;9.4;5.2;4.8;;;37.6;;3.99;0.054;13.97;0.190;36.13;0.493;9.17;0.125;10.08;0.137;3.58;0.39;;;;;
374;24/01/2024;307;17;75.2;178.8;94.8;44.4;29.6;20.6;28.9;6.8;10.4;56.4;27.2;31.2;26.9;94.9;79.6;97;56.6;55.7;36.6;5.2;7;7;10;4.8;3.8;;;37.8;;3.99;0.054;14.00;0.190;36.21;0.492;9.36;0.127;10.08;0.137;3.59;0.39;;;;;
375;16/02/2024;307;17;76.2;178.8;94.8;44.4;29.6;20.6;28.9;6.8;10.4;56.4;28.2;31.7;27.1;95.8;79.6;98.2;56.7;56.4;36.9;5.8;7.2;6.8;10.6;4.4;4.4;;;39.2;;3.99;0.053;14.26;0.191;37.16;0.497;9.33;0.125;10.08;0.135;3.69;0.38;;;;;
376;12/03/2024;307;17;75.5;178.8;94.8;44.4;29.6;20.6;28.9;6.8;10.4;56.4;28.2;31.7;27.2;96.4;79.8;99.2;57.3;56.1;36.7;5.6;7.4;6.4;11;5;5;;;40.4;;3.99;0.053;14.49;0.192;37.47;0.497;9.34;0.124;10.08;0.134;3.72;0.39;;;;;
377;09/04/2024;307;17;75;178.8;94.8;44.4;29.6;20.6;28.9;6.8;10.4;56.4;28.6;31.6;26.4;96.3;80.4;98.6;56.4;55.8;36.4;5.4;7;5.8;10;5;4;;;37.2;;3.99;0.054;13.89;0.187;36.95;0.496;9.52;0.128;10.08;0.135;3.67;0.38;Aumentar Masa Muscular;1000;El porcentaje de t adiposo puede elevarse como consecuencia de una m muscular dimisnuída. Obj final: '+4 Kg;;
378;06/02/2024;305;16;70.8;172;93.9;40.1;28.7;20.2;27.5;6.7;9.7;55.3;28.8;32.6;26.4;98.5;76.1;96.4;56.7;54.3;37.6;7.2;7.6;8;11.4;12;5.2;;;51.4;;3.79;0.053;15.05;0.209;36.75;0.510;8.33;0.116;8.15;0.113;4.51;0.41;;;;;
379;23/02/2024;305;16;71.3;172;93.9;40.1;28.7;20.2;27.5;6.7;9.7;55.3;29.4;32.4;26.2;98.1;75.8;96.6;57.3;54.9;37.8;6.6;7;7.6;9.6;11.2;5.2;;;47.2;;3.79;0.053;14.33;0.199;37.32;0.519;8.38;0.116;8.15;0.113;4.58;0.38;;;;;
380;08/03/2024;305;16;71.3;172;93.9;40.1;28.7;20.2;27.5;6.7;9.7;55.3;28.6;32.4;26.4;98.6;76;97.6;56.6;55.7;37.6;6.2;7.6;8;7.8;11;5.8;;;46.4;;3.79;0.053;14.19;0.198;36.84;0.515;8.52;0.119;8.15;0.114;4.52;0.39;;;;;
381;04/04/2024;305;16;70.8;172;93.9;40.1;28.7;20.2;27.5;6.7;9.7;55.3;28.9;32;25.9;99.5;75.5;97.4;56.9;54.8;37.4;6.2;7.2;7.8;7.6;9.8;5.8;;;44.4;;3.79;0.053;13.85;0.193;37.36;0.522;8.44;0.118;8.15;0.114;4.58;0.37;Disminuir Masa Adiposa;500;Se debe disminuir el t. adiposo Obj final -2 Kg;;
382;18/01/2024;617;17;78;180;86.6;43.3;28.3;26;29.2;7.2;9.8;54.5;31.4;34.7;27.6;96.6;77.6;97.6;57.6;57.2;38.2;5;7.6;10;14.8;5.8;3.4;;;46.6;;4.13;0.053;15.90;0.202;40.15;0.510;9.01;0.115;9.48;0.120;4.24;0.40;;;;;
383;08/02/2024;617;17;78.4;180;86.6;43.3;28.3;26;29.2;7.2;9.8;54.5;31.9;34.8;28.2;98.2;77.9;98.4;59;58.3;38.7;5;7.4;6.6;11.4;5;3.4;;;38.8;;4.13;0.052;14.43;0.181;42.31;0.532;9.24;0.116;9.48;0.119;4.46;0.34;;;;;
384;12/03/2024;617;17;79.7;180;86.6;43.3;28.3;26;29.2;7.2;9.8;54.5;31.7;35.7;28.3;99.1;77.2;99.8;59.1;58.2;39.1;4.6;7;8;9.4;4.6;3.4;;;37;;4.13;0.052;14.09;0.176;43.05;0.538;9.22;0.115;9.48;0.119;4.54;0.33;;;;;
385;09/04/2024;617;17;80.2;180;86.6;43.3;28.3;26;29.2;7.2;9.8;54.5;32.4;35.4;28;99.7;78.8;100.1;59.9;58.8;38.8;5;7.6;6.6;9.4;4.6;3.2;;;36.4;;4.13;0.051;13.98;0.173;43.60;0.540;9.48;0.118;9.48;0.118;4.60;0.32;Mantener Composición Corporal;0;El jugador mantiene una optima composición;;
386;11/01/2024;280;18;77.6;176.4;94.5;41.1;28.4;19.7;28.2;6.7;10.3;54.5;31.4;34.6;26.6;94.6;79.1;103;61.4;59.9;36.6;11;12;14.8;18.4;9.2;8.4;;;73.8;;4.00;0.051;20.04;0.257;37.03;0.474;8.34;0.107;8.69;0.111;4.26;0.54;;;;;
387;18/01/2024;280;18;77.7;176.4;94.5;41.1;28.4;19.7;28.2;6.7;10.3;54.5;31.4;34.6;26.5;96;78.9;102.6;61.2;59.9;36.8;11;12;13.6;17.8;7.8;6.6;;;68.8;;4.00;0.051;19.14;0.245;38.00;0.486;8.34;0.107;8.69;0.111;4.37;0.50;;;;;
388;24/01/2024;280;18;77.5;176.4;94.5;41.1;28.4;19.7;28.2;6.7;10.3;54.5;31.3;34.8;26.6;95.6;79.3;101.9;60.4;60.6;37;10.8;11.6;13.2;17.6;7.2;6.2;;;66.6;;4.00;0.052;18.74;0.241;37.79;0.487;8.43;0.109;8.69;0.112;4.35;0.50;;;;;
389;08/02/2024;280;18;77.5;176.4;94.5;41.1;28.4;19.7;28.2;6.7;10.3;54.5;32;35.2;26.9;95.4;79.4;100.8;59.7;60.3;37.3;9.2;10.8;13.6;17.2;7.4;4.6;;;62.8;;4.00;0.051;18.06;0.232;38.46;0.495;8.47;0.109;8.69;0.112;4.43;0.47;;;;;
390;16/02/2024;280;18;77.6;176.4;94.5;41.1;28.4;19.7;28.2;6.7;10.3;54.5;31.6;35.4;26.9;95.6;79;101.2;60.6;60.3;37.1;8.4;12.2;12.6;15.8;7.4;4.6;;;61;;4.00;0.052;17.73;0.229;38.59;0.498;8.48;0.109;8.69;0.112;4.44;0.46;;;;;
391;23/02/2024;280;18;77.8;176.4;94.5;41.1;28.4;19.7;28.2;6.7;10.3;54.5;31.8;34.8;26.7;96;79.6;102;60.6;60.4;37;8.2;11.4;12.6;15.8;7.2;5;;;60.2;;4.00;0.051;17.59;0.226;38.83;0.500;8.59;0.111;8.69;0.112;4.47;0.45;;;;;
392;07/03/2024;280;18;77.2;176.4;94.5;41.1;28.4;19.7;28.2;6.7;10.3;54.5;31.8;34.8;26.8;95.4;78.6;103;61.2;60.6;36.9;8;11.4;12.4;15;6.8;3.8;;;57.4;;4.00;0.052;17.08;0.221;39.06;0.505;8.45;0.109;8.69;0.112;4.50;0.44;;;;;
393;15/03/2024;280;18;77.5;176.4;94.5;41.1;28.4;19.7;28.2;6.7;10.3;54.5;32.4;35.2;26.7;95.2;78.7;103.2;60.6;59.4;36.8;9;11.4;12.6;15.2;7.2;4.4;;;59.8;;4.00;0.052;17.51;0.227;38.63;0.500;8.45;0.109;8.69;0.112;4.45;0.45;;;;;
394;21/03/2024;280;18;76.7;176.4;94.5;41.1;28.4;19.7;28.2;6.7;10.3;54.5;32;35.2;26.7;96;78.7;102.9;61;59.6;36.8;9.2;10;11;15.2;7.2;4.4;;;57;;4.00;0.052;17.01;0.220;39.13;0.506;8.45;0.109;8.69;0.112;4.50;0.43;;;;;
395;29/03/2024;280;18;76.8;176.4;94.5;41.1;28.4;19.7;28.2;6.7;10.3;54.5;31.8;35.6;26.7;94.5;78.6;102.3;60.6;60.4;36.7;9.2;10;10.6;15.2;7.2;4.4;;;56.6;;4.00;0.052;16.94;0.222;38.20;0.501;8.44;0.111;8.69;0.114;4.40;0.44;;;;;
