IdInscripcion;IdJugador;Tipo;Fecha;IdCT;IdEquipo;IdPosicion;;;;;;;;;;;;;
372;131;Habilitado;1/04/2023;10;1; ;;;;;;;;;;;;;
373;109;Deshabilitado;24/06/2023;10;1; ;;;;;;;;;;;;;
374;110;Deshabilitado;24/06/2023;10;1; ;;;;;;;;;;;;;
375;108;Deshabilitado;24/06/2023;10;1; ;;;;;;;;;;;;;
376;111;Deshabilitado;24/06/2023;10;1; ;;;;;;;;;;;;;
377;112;Deshabilitado;24/06/2023;10;1; ;;;;;;;;;;;;;
378;113;Deshabilitado;24/06/2023;10;1; ;;;;;;;;;;;;;
379;114;Deshabilitado;24/06/2023;10;1; ;;;;;;;;;;;;;
380;115;Deshabilitado;24/06/2023;10;1; ;;;;;;;;;;;;;
381;116;Deshabilitado;24/06/2023;10;1; ;;;;;;;;;;;;;
382;117;Deshabilitado;24/06/2023;10;1; ;;;;;;;;;;;;;
383;118;Deshabilitado;24/06/2023;10;1; ;;;;;;;;;;;;;
384;119;Deshabilitado;24/06/2023;10;1; ;;;;;;;;;;;;;
385;120;Deshabilitado;24/06/2023;10;1; ;;;;;;;;;;;;;
386;122;Deshabilitado;24/06/2023;10;1; ;;;;;;;;;;;;;
387;121;Deshabilitado;24/06/2023;10;1; ;;;;;;;;;;;;;
388;123;Deshabilitado;24/06/2023;10;1; ;;;;;;;;;;;;;
389;124;Deshabilitado;24/06/2023;10;1; ;;;;;;;;;;;;;
390;125;Deshabilitado;24/06/2023;10;1; ;;;;;;;;;;;;;
391;126;Deshabilitado;24/06/2023;10;1; ;;;;;;;;;;;;;
392;127;Deshabilitado;24/06/2023;10;1; ;;;;;;;;;;;;;
393;128;Deshabilitado;24/06/2023;10;1; ;;;;;;;;;;;;;
394;129;Deshabilitado;24/06/2023;10;1; ;;;;;;;;;;;;;
395;130;Deshabilitado;24/06/2023;10;1; ;;;;;;;;;;;;;
396;131;Deshabilitado;24/06/2023;10;1; ;;;;;;;;;;;;;
397;108;Habilitado;8/07/2023;11;1; ;;;;;;;;;;;;;
398;109;Habilitado;8/07/2023;11;1; ;;;;;;;;;;;;;
399;110;Habilitado;8/07/2023;11;1; ;;;;;;;;;;;;;
400;111;Habilitado;8/07/2023;11;1; ;;;;;;;;;;;;;
401;112;Habilitado;8/07/2023;11;1; ;;;;;;;;;;;;;
402;113;Habilitado;8/07/2023;11;1; ;;;;;;;;;;;;;
403;114;Habilitado;8/07/2023;11;1; ;;;;;;;;;;;;;
404;115;Habilitado;8/07/2023;11;1; ;;;;;;;;;;;;;
405;116;Habilitado;8/07/2023;11;1; ;;;;;;;;;;;;;
406;117;Habilitado;8/07/2023;11;1; ;;;;;;;;;;;;;
407;118;Habilitado;8/07/2023;11;1; ;;;;;;;;;;;;;
408;119;Habilitado;8/07/2023;11;1; ;;;;;;;;;;;;;
409;120;Habilitado;8/07/2023;11;1; ;;;;;;;;;;;;;
410;121;Habilitado;8/07/2023;11;1; ;;;;;;;;;;;;;
411;122;Habilitado;8/07/2023;11;1; ;;;;;;;;;;;;;
412;123;Habilitado;8/07/2023;11;1; ;;;;;;;;;;;;;
413;124;Habilitado;8/07/2023;11;1; ;;;;;;;;;;;;;
414;125;Habilitado;8/07/2023;11;1; ;;;;;;;;;;;;;
415;126;Habilitado;8/07/2023;11;1; ;;;;;;;;;;;;;
416;127;Habilitado;8/07/2023;11;1; ;;;;;;;;;;;;;
417;128;Habilitado;8/07/2023;11;1; ;;;;;;;;;;;;;
418;129;Habilitado;8/07/2023;11;1; ;;;;;;;;;;;;;
419;130;Habilitado;8/07/2023;11;1; ;;;;;;;;;;;;;
420;131;Habilitado;8/07/2023;11;1; ;;;;;;;;;;;;;
421;151;Habilitado;25/03/2023;12;1; ;;;;;;;;;;;;;
422;137;Habilitado;25/03/2023;12;1; ;;;;;;;;;;;;;
423;157;Habilitado;25/03/2023;12;1; ;;;;;;;;;;;;;
424;144;Habilitado;25/03/2023;12;1; ;;;;;;;;;;;;;
425;150;Habilitado;25/03/2023;12;1; ;;;;;;;;;;;;;
426;142;Habilitado;25/03/2023;12;1; ;;;;;;;;;;;;;
427;132;Habilitado;25/03/2023;12;1; ;;;;;;;;;;;;;
428;143;Habilitado;25/03/2023;12;1; ;;;;;;;;;;;;;
429;147;Habilitado;25/03/2023;12;1; ;;;;;;;;;;;;;
430;136;Habilitado;25/03/2023;12;1; ;;;;;;;;;;;;;
431;149;Habilitado;25/03/2023;12;1; ;;;;;;;;;;;;;
432;154;Habilitado;25/03/2023;12;1; ;;;;;;;;;;;;;
433;145;Habilitado;25/03/2023;12;1; ;;;;;;;;;;;;;
434;135;Habilitado;25/03/2023;12;1; ;;;;;;;;;;;;;
435;133;Habilitado;25/03/2023;12;1; ;;;;;;;;;;;;;
436;146;Habilitado;25/03/2023;12;1; ;;;;;;;;;;;;;
437;155;Habilitado;25/03/2023;12;1; ;;;;;;;;;;;;;
438;156;Habilitado;25/03/2023;12;1; ;;;;;;;;;;;;;
439;153;Habilitado;25/03/2023;12;1; ;;;;;;;;;;;;;
440;141;Habilitado;25/03/2023;12;1; ;;;;;;;;;;;;;
441;140;Habilitado;25/03/2023;12;1; ;;;;;;;;;;;;;
442;152;Habilitado;25/03/2023;12;1; ;;;;;;;;;;;;;
443;159;Habilitado;25/03/2023;12;1; ;;;;;;;;;;;;;
444;138;Habilitado;25/03/2023;12;1; ;;;;;;;;;;;;;
445;148;Habilitado;25/03/2023;12;1; ;;;;;;;;;;;;;
446;134;Habilitado;25/03/2023;12;1; ;;;;;;;;;;;;;
447;160;Habilitado;25/03/2023;12;1; ;;;;;;;;;;;;;
448;291;Habilitado;25/03/2023;12;1; ;;;;;;;;;;;;;
449;151;Deshabilitado;10/06/2023;12;1; ;;;;;;;;;;;;;
450;137;Deshabilitado;10/06/2023;12;1; ;;;;;;;;;;;;;
451;157;Deshabilitado;10/06/2023;12;1; ;;;;;;;;;;;;;
452;144;Deshabilitado;10/06/2023;12;1; ;;;;;;;;;;;;;
453;150;Deshabilitado;10/06/2023;12;1; ;;;;;;;;;;;;;
454;142;Deshabilitado;10/06/2023;12;1; ;;;;;;;;;;;;;
455;132;Deshabilitado;10/06/2023;12;1; ;;;;;;;;;;;;;
456;143;Deshabilitado;10/06/2023;12;1; ;;;;;;;;;;;;;
457;147;Deshabilitado;10/06/2023;12;1; ;;;;;;;;;;;;;
458;136;Deshabilitado;10/06/2023;12;1; ;;;;;;;;;;;;;
459;149;Deshabilitado;10/06/2023;12;1; ;;;;;;;;;;;;;
460;154;Deshabilitado;10/06/2023;12;1; ;;;;;;;;;;;;;
461;145;Deshabilitado;10/06/2023;12;1; ;;;;;;;;;;;;;
462;135;Deshabilitado;10/06/2023;12;1; ;;;;;;;;;;;;;
463;133;Deshabilitado;10/06/2023;12;1; ;;;;;;;;;;;;;
464;146;Deshabilitado;10/06/2023;12;1; ;;;;;;;;;;;;;
465;155;Deshabilitado;10/06/2023;12;1; ;;;;;;;;;;;;;
466;156;Deshabilitado;10/06/2023;12;1; ;;;;;;;;;;;;;
467;153;Deshabilitado;10/06/2023;12;1; ;;;;;;;;;;;;;
468;141;Deshabilitado;10/06/2023;12;1; ;;;;;;;;;;;;;
469;140;Deshabilitado;10/06/2023;12;1; ;;;;;;;;;;;;;
470;152;Deshabilitado;10/06/2023;12;1; ;;;;;;;;;;;;;
471;159;Deshabilitado;10/06/2023;12;1; ;;;;;;;;;;;;;
472;138;Deshabilitado;10/06/2023;12;1; ;;;;;;;;;;;;;
473;148;Deshabilitado;10/06/2023;12;1; ;;;;;;;;;;;;;
474;134;Deshabilitado;10/06/2023;12;1; ;;;;;;;;;;;;;
475;160;Deshabilitado;10/06/2023;12;1; ;;;;;;;;;;;;;
476;291;Deshabilitado;10/06/2023;12;1; ;;;;;;;;;;;;;
477;132;Habilitado;24/06/2023;13;1; ;;;;;;;;;;;;;
478;133;Habilitado;24/06/2023;13;1; ;;;;;;;;;;;;;
479;136;Habilitado;24/06/2023;13;1; ;;;;;;;;;;;;;
480;137;Habilitado;24/06/2023;13;1; ;;;;;;;;;;;;;
481;138;Habilitado;24/06/2023;13;1; ;;;;;;;;;;;;;
482;139;Habilitado;24/06/2023;13;1; ;;;;;;;;;;;;;
483;140;Habilitado;24/06/2023;13;1; ;;;;;;;;;;;;;
484;141;Habilitado;24/06/2023;13;1; ;;;;;;;;;;;;;
485;142;Habilitado;24/06/2023;13;1; ;;;;;;;;;;;;;
486;143;Habilitado;24/06/2023;13;1; ;;;;;;;;;;;;;
487;144;Habilitado;24/06/2023;13;1; ;;;;;;;;;;;;;
488;145;Habilitado;24/06/2023;13;1; ;;;;;;;;;;;;;
489;146;Habilitado;24/06/2023;13;1; ;;;;;;;;;;;;;
490;147;Habilitado;24/06/2023;13;1; ;;;;;;;;;;;;;
491;148;Habilitado;24/06/2023;13;1; ;;;;;;;;;;;;;
492;149;Habilitado;24/06/2023;13;1; ;;;;;;;;;;;;;
493;150;Habilitado;24/06/2023;13;1; ;;;;;;;;;;;;;
494;151;Habilitado;24/06/2023;13;1; ;;;;;;;;;;;;;
495;152;Habilitado;24/06/2023;13;1; ;;;;;;;;;;;;;
496;153;Habilitado;24/06/2023;13;1; ;;;;;;;;;;;;;
497;154;Habilitado;24/06/2023;13;1; ;;;;;;;;;;;;;
498;155;Habilitado;24/06/2023;13;1; ;;;;;;;;;;;;;
499;156;Habilitado;24/06/2023;13;1; ;;;;;;;;;;;;;
500;157;Habilitado;24/06/2023;13;1; ;;;;;;;;;;;;;
501;158;Habilitado;24/06/2023;13;1; ;;;;;;;;;;;;;
502;159;Habilitado;24/06/2023;13;1; ;;;;;;;;;;;;;
503;160;Habilitado;24/06/2023;13;1; ;;;;;;;;;;;;;
504;291;Habilitado;24/06/2023;13;1; ;;;;;;;;;;;;;
505;134;Habilitado;24/06/2023;13;1; ;;;;;;;;;;;;;
506;135;Habilitado;24/06/2023;13;1; ;;;;;;;;;;;;;
507;292;Habilitado;24/06/2023;13;1; ;;;;;;;;;;;;;
508;161;Habilitado;15/04/2023;14;1; ;;;;;;;;;;;;;
509;162;Habilitado;15/04/2023;14;1; ;;;;;;;;;;;;;
510;163;Habilitado;15/04/2023;14;1; ;;;;;;;;;;;;;
511;164;Habilitado;15/04/2023;14;1; ;;;;;;;;;;;;;
512;165;Habilitado;15/04/2023;14;1; ;;;;;;;;;;;;;
513;166;Habilitado;15/04/2023;14;1; ;;;;;;;;;;;;;
514;167;Habilitado;15/04/2023;14;1; ;;;;;;;;;;;;;
515;168;Habilitado;15/04/2023;14;1; ;;;;;;;;;;;;;
516;169;Habilitado;15/04/2023;14;1; ;;;;;;;;;;;;;
517;170;Habilitado;15/04/2023;14;1; ;;;;;;;;;;;;;
518;171;Habilitado;15/04/2023;14;1; ;;;;;;;;;;;;;
519;172;Habilitado;15/04/2023;14;1; ;;;;;;;;;;;;;
520;173;Habilitado;15/04/2023;14;1; ;;;;;;;;;;;;;
521;174;Habilitado;15/04/2023;14;1; ;;;;;;;;;;;;;
522;175;Habilitado;15/04/2023;14;1; ;;;;;;;;;;;;;
523;176;Habilitado;15/04/2023;14;1; ;;;;;;;;;;;;;
524;177;Habilitado;15/04/2023;14;1; ;;;;;;;;;;;;;
525;178;Habilitado;15/04/2023;14;1; ;;;;;;;;;;;;;
526;179;Habilitado;15/04/2023;14;1; ;;;;;;;;;;;;;
527;180;Habilitado;15/04/2023;14;1; ;;;;;;;;;;;;;
528;181;Habilitado;15/04/2023;14;1; ;;;;;;;;;;;;;
529;182;Habilitado;15/04/2023;14;1; ;;;;;;;;;;;;;
530;183;Habilitado;15/04/2023;14;1; ;;;;;;;;;;;;;
531;184;Habilitado;15/04/2023;14;1; ;;;;;;;;;;;;;
532;161;Deshabilitado;8/10/2023;14;1; ;;;;;;;;;;;;;
533;162;Deshabilitado;8/10/2023;14;1; ;;;;;;;;;;;;;
534;163;Deshabilitado;8/10/2023;14;1; ;;;;;;;;;;;;;
535;164;Deshabilitado;8/10/2023;14;1; ;;;;;;;;;;;;;
536;165;Deshabilitado;8/10/2023;14;1; ;;;;;;;;;;;;;
537;166;Deshabilitado;8/10/2023;14;1; ;;;;;;;;;;;;;
538;167;Deshabilitado;8/10/2023;14;1; ;;;;;;;;;;;;;
539;168;Deshabilitado;8/10/2023;14;1; ;;;;;;;;;;;;;
540;169;Deshabilitado;8/10/2023;14;1; ;;;;;;;;;;;;;
541;170;Deshabilitado;8/10/2023;14;1; ;;;;;;;;;;;;;
542;171;Deshabilitado;8/10/2023;14;1; ;;;;;;;;;;;;;
543;172;Deshabilitado;8/10/2023;14;1; ;;;;;;;;;;;;;
544;173;Deshabilitado;8/10/2023;14;1; ;;;;;;;;;;;;;
545;174;Deshabilitado;8/10/2023;14;1; ;;;;;;;;;;;;;
546;175;Deshabilitado;8/10/2023;14;1; ;;;;;;;;;;;;;
547;176;Deshabilitado;8/10/2023;14;1; ;;;;;;;;;;;;;
548;177;Deshabilitado;8/10/2023;14;1; ;;;;;;;;;;;;;
549;178;Deshabilitado;8/10/2023;14;1; ;;;;;;;;;;;;;
550;179;Deshabilitado;8/10/2023;14;1; ;;;;;;;;;;;;;
551;180;Deshabilitado;8/10/2023;14;1; ;;;;;;;;;;;;;
552;181;Deshabilitado;8/10/2023;14;1; ;;;;;;;;;;;;;
553;182;Deshabilitado;8/10/2023;14;1; ;;;;;;;;;;;;;
554;183;Deshabilitado;8/10/2023;14;1; ;;;;;;;;;;;;;
555;184;Deshabilitado;8/10/2023;14;1; ;;;;;;;;;;;;;
556;161;Habilitado;14/10/2023;15;1; ;;;;;;;;;;;;;
557;162;Habilitado;14/10/2023;15;1; ;;;;;;;;;;;;;
558;163;Habilitado;14/10/2023;15;1; ;;;;;;;;;;;;;
559;164;Habilitado;14/10/2023;15;1; ;;;;;;;;;;;;;
560;165;Habilitado;14/10/2023;15;1; ;;;;;;;;;;;;;
561;166;Habilitado;14/10/2023;15;1; ;;;;;;;;;;;;;
562;167;Habilitado;14/10/2023;15;1; ;;;;;;;;;;;;;
563;168;Habilitado;14/10/2023;15;1; ;;;;;;;;;;;;;
564;169;Habilitado;14/10/2023;15;1; ;;;;;;;;;;;;;
565;170;Habilitado;14/10/2023;15;1; ;;;;;;;;;;;;;
566;171;Habilitado;14/10/2023;15;1; ;;;;;;;;;;;;;
567;172;Habilitado;14/10/2023;15;1; ;;;;;;;;;;;;;
568;173;Habilitado;14/10/2023;15;1; ;;;;;;;;;;;;;
569;174;Habilitado;14/10/2023;15;1; ;;;;;;;;;;;;;
570;175;Habilitado;14/10/2023;15;1; ;;;;;;;;;;;;;
571;176;Habilitado;14/10/2023;15;1; ;;;;;;;;;;;;;
572;177;Habilitado;14/10/2023;15;1; ;;;;;;;;;;;;;
573;178;Habilitado;14/10/2023;15;1; ;;;;;;;;;;;;;
574;179;Habilitado;14/10/2023;15;1; ;;;;;;;;;;;;;
575;180;Habilitado;14/10/2023;15;1; ;;;;;;;;;;;;;
576;181;Habilitado;14/10/2023;15;1; ;;;;;;;;;;;;;
577;182;Habilitado;14/10/2023;15;1; ;;;;;;;;;;;;;
578;183;Habilitado;14/10/2023;15;1; ;;;;;;;;;;;;;
579;184;Habilitado;14/10/2023;15;1; ;;;;;;;;;;;;;
580;185;Habilitado;15/04/2023;16;1; ;;;;;;;;;;;;;
581;186;Habilitado;15/04/2023;16;1; ;;;;;;;;;;;;;
582;187;Habilitado;15/04/2023;16;1; ;;;;;;;;;;;;;
583;208;Habilitado;15/04/2023;16;1; ;;;;;;;;;;;;;
584;189;Habilitado;15/04/2023;16;1; ;;;;;;;;;;;;;
585;190;Habilitado;15/04/2023;16;1; ;;;;;;;;;;;;;
586;191;Habilitado;15/04/2023;16;1; ;;;;;;;;;;;;;
587;192;Habilitado;15/04/2023;16;1; ;;;;;;;;;;;;;
588;193;Habilitado;15/04/2023;16;1; ;;;;;;;;;;;;;
589;194;Habilitado;15/04/2023;16;1; ;;;;;;;;;;;;;
590;195;Habilitado;15/04/2023;16;1; ;;;;;;;;;;;;;
591;196;Habilitado;15/04/2023;16;1; ;;;;;;;;;;;;;
592;197;Habilitado;15/04/2023;16;1; ;;;;;;;;;;;;;
593;198;Habilitado;15/04/2023;16;1; ;;;;;;;;;;;;;
594;199;Habilitado;15/04/2023;16;1; ;;;;;;;;;;;;;
595;200;Habilitado;15/04/2023;16;1; ;;;;;;;;;;;;;
596;201;Habilitado;15/04/2023;16;1; ;;;;;;;;;;;;;
597;202;Habilitado;15/04/2023;16;1; ;;;;;;;;;;;;;
598;203;Habilitado;15/04/2023;16;1; ;;;;;;;;;;;;;
599;204;Habilitado;15/04/2023;16;1; ;;;;;;;;;;;;;
600;205;Habilitado;15/04/2023;16;1; ;;;;;;;;;;;;;
601;206;Habilitado;15/04/2023;16;1; ;;;;;;;;;;;;;
602;207;Habilitado;15/04/2023;16;1; ;;;;;;;;;;;;;
603;185;Deshabilitado;8/10/2023;16;1; ;;;;;;;;;;;;;
604;186;Deshabilitado;8/10/2023;16;1; ;;;;;;;;;;;;;
605;187;Deshabilitado;8/10/2023;16;1; ;;;;;;;;;;;;;
606;208;Deshabilitado;8/10/2023;16;1; ;;;;;;;;;;;;;
607;189;Deshabilitado;8/10/2023;16;1; ;;;;;;;;;;;;;
608;190;Deshabilitado;8/10/2023;16;1; ;;;;;;;;;;;;;
609;191;Deshabilitado;8/10/2023;16;1; ;;;;;;;;;;;;;
610;192;Deshabilitado;8/10/2023;16;1; ;;;;;;;;;;;;;
611;193;Deshabilitado;8/10/2023;16;1; ;;;;;;;;;;;;;
612;194;Deshabilitado;8/10/2023;16;1; ;;;;;;;;;;;;;
613;195;Deshabilitado;8/10/2023;16;1; ;;;;;;;;;;;;;
614;196;Deshabilitado;8/10/2023;16;1; ;;;;;;;;;;;;;
615;197;Deshabilitado;8/10/2023;16;1; ;;;;;;;;;;;;;
616;198;Deshabilitado;8/10/2023;16;1; ;;;;;;;;;;;;;
617;199;Deshabilitado;8/10/2023;16;1; ;;;;;;;;;;;;;
618;200;Deshabilitado;8/10/2023;16;1; ;;;;;;;;;;;;;
619;201;Deshabilitado;8/10/2023;16;1; ;;;;;;;;;;;;;
620;202;Deshabilitado;8/10/2023;16;1; ;;;;;;;;;;;;;
621;203;Deshabilitado;8/10/2023;16;1; ;;;;;;;;;;;;;
622;204;Deshabilitado;8/10/2023;16;1; ;;;;;;;;;;;;;
623;205;Deshabilitado;8/10/2023;16;1; ;;;;;;;;;;;;;
624;206;Deshabilitado;8/10/2023;16;1; ;;;;;;;;;;;;;
625;207;Deshabilitado;8/10/2023;16;1; ;;;;;;;;;;;;;
626;211;Habilitado;;38;1; ;;;;;;;;;;;;;
627;212;Habilitado;;38;1; ;;;;;;;;;;;;;
628;213;Habilitado;;38;1; ;;;;;;;;;;;;;
629;214;Habilitado;;38;1; ;;;;;;;;;;;;;
630;215;Habilitado;;38;1; ;;;;;;;;;;;;;
631;216;Habilitado;;38;1; ;;;;;;;;;;;;;
632;217;Habilitado;;38;1; ;;;;;;;;;;;;;
633;218;Habilitado;;38;1; ;;;;;;;;;;;;;
634;219;Habilitado;;38;1; ;;;;;;;;;;;;;
635;220;Habilitado;;38;1; ;;;;;;;;;;;;;
636;221;Habilitado;;38;1; ;;;;;;;;;;;;;
637;222;Habilitado;;38;1; ;;;;;;;;;;;;;
638;223;Habilitado;;38;1; ;;;;;;;;;;;;;
639;224;Habilitado;;38;1; ;;;;;;;;;;;;;
640;225;Habilitado;;38;1; ;;;;;;;;;;;;;
641;226;Habilitado;;38;1; ;;;;;;;;;;;;;
642;227;Habilitado;;38;1; ;;;;;;;;;;;;;
643;228;Habilitado;;38;1; ;;;;;;;;;;;;;
644;229;Habilitado;;38;1; ;;;;;;;;;;;;;
645;230;Habilitado;;38;1; ;;;;;;;;;;;;;
646;231;Habilitado;;38;1; ;;;;;;;;;;;;;
647;232;Habilitado;;38;1; ;;;;;;;;;;;;;
648;293;Habilitado;;38;1; ;;;;;;;;;;;;;
649;233;Habilitado;;38;1; ;;;;;;;;;;;;;
650;234;Habilitado;;38;1; ;;;;;;;;;;;;;
651;294;Habilitado;;39;1; ;;;;;;;;;;;;;
652;235;Habilitado;;39;1; ;;;;;;;;;;;;;
653;236;Habilitado;;39;1; ;;;;;;;;;;;;;
654;237;Habilitado;;39;1; ;;;;;;;;;;;;;
655;238;Habilitado;;39;1; ;;;;;;;;;;;;;
656;295;Habilitado;;39;1; ;;;;;;;;;;;;;
657;239;Habilitado;;39;1; ;;;;;;;;;;;;;
658;240;Habilitado;;39;1; ;;;;;;;;;;;;;
659;241;Habilitado;;39;1; ;;;;;;;;;;;;;
660;296;Habilitado;;39;1; ;;;;;;;;;;;;;
661;242;Habilitado;;39;1; ;;;;;;;;;;;;;
662;243;Habilitado;;39;1; ;;;;;;;;;;;;;
663;244;Habilitado;;39;1; ;;;;;;;;;;;;;
664;245;Habilitado;;39;1; ;;;;;;;;;;;;;
665;246;Habilitado;;39;1; ;;;;;;;;;;;;;
666;247;Habilitado;;39;1; ;;;;;;;;;;;;;
667;248;Habilitado;;39;1; ;;;;;;;;;;;;;
668;249;Habilitado;;39;1; ;;;;;;;;;;;;;
669;250;Habilitado;;39;1; ;;;;;;;;;;;;;
670;251;Habilitado;;39;1; ;;;;;;;;;;;;;
671;252;Habilitado;;39;1; ;;;;;;;;;;;;;
672;253;Habilitado;;39;1; ;;;;;;;;;;;;;
673;254;Habilitado;;40;1; ;;;;;;;;;;;;;
674;255;Habilitado;;40;1; ;;;;;;;;;;;;;
675;256;Habilitado;;40;1; ;;;;;;;;;;;;;
676;257;Habilitado;;40;1; ;;;;;;;;;;;;;
677;258;Habilitado;;40;1; ;;;;;;;;;;;;;
678;259;Habilitado;;40;1; ;;;;;;;;;;;;;
679;260;Habilitado;;40;1; ;;;;;;;;;;;;;
680;261;Habilitado;;40;1; ;;;;;;;;;;;;;
681;262;Habilitado;;40;1; ;;;;;;;;;;;;;
682;263;Habilitado;;40;1; ;;;;;;;;;;;;;
683;264;Habilitado;;40;1; ;;;;;;;;;;;;;
684;265;Habilitado;;40;1; ;;;;;;;;;;;;;
685;266;Habilitado;;40;1; ;;;;;;;;;;;;;
686;267;Habilitado;;40;1; ;;;;;;;;;;;;;
687;268;Habilitado;;40;1; ;;;;;;;;;;;;;
688;269;Habilitado;;40;1; ;;;;;;;;;;;;;
689;270;Habilitado;;40;1; ;;;;;;;;;;;;;
690;271;Habilitado;;40;1; ;;;;;;;;;;;;;
691;272;Habilitado;;40;1; ;;;;;;;;;;;;;
692;299;Habilitado;23/01/2023;1;1;1;;;;;;;;;;;;;
693;300;Habilitado;23/01/2023;1;1;2;;;;;;;;;;;;;
694;301;Habilitado;23/01/2023;1;1;3;;;;;;;;;;;;;
695;302;Habilitado;23/01/2023;1;1;4;;;;;;;;;;;;;
696;303;Habilitado;23/01/2023;1;1;5;;;;;;;;;;;;;
697;304;Habilitado;23/01/2023;1;1;2;;;;;;;;;;;;;
698;305;Habilitado;23/01/2023;1;1;10;;;;;;;;;;;;;
699;306;Habilitado;23/01/2023;1;1;5;;;;;;;;;;;;;
700;307;Habilitado;23/01/2023;1;1;13;;;;;;;;;;;;;
701;308;Habilitado;23/01/2023;1;1;10;;;;;;;;;;;;;
702;309;Habilitado;23/01/2023;1;1;11;;;;;;;;;;;;;
703;310;Habilitado;23/01/2023;1;1;1;;;;;;;;;;;;;
704;311;Habilitado;23/01/2023;1;1;4;;;;;;;;;;;;;
705;312;Habilitado;23/01/2023;1;1;13;;;;;;;;;;;;;
706;313;Habilitado;23/01/2023;1;1;3;;;;;;;;;;;;;
707;314;Habilitado;23/01/2023;1;1;11;;;;;;;;;;;;;
708;315;Habilitado;23/01/2023;1;1;2;;;;;;;;;;;;;
709;316;Habilitado;23/01/2023;1;1; ;;;;;;;;;;;;;
710;317;Habilitado;23/01/2023;1;1;3;;;;;;;;;;;;;
711;318;Habilitado;23/01/2023;1;1;3;;;;;;;;;;;;;
712;319;Habilitado;23/01/2023;1;1;11;;;;;;;;;;;;;
713;320;Habilitado;23/01/2023;1;1; ;;;;;;;;;;;;;
714;321;Habilitado;23/01/2023;1;1;13;;;;;;;;;;;;;
715;324;Habilitado;23/01/2023;1;1; ;;;;;;;;;;;;;
716;324;Deshabilitado;24/07/2023;1;1; ;;;;;;;;;;;;;
717;308;Deshabilitado;31/01/2023;1;1;10;;;;;;;;;;;;;
718;308;Habilitado;30/06/2023;1;1;10;;;;;;;;;;;;;
719;309;Deshabilitado;31/08/2023;1;1;11;;;;;;;;;;;;;
720;273;Habilitado;23/01/2023;1;1;3;;;;;;;;;;;;;
721;21;Habilitado;23/01/2023;1;1;3;;;;;;;;;;;;;
722;5;Habilitado;23/01/2023;1;1;10;;;;;;;;;;;;;
723;276;Habilitado;23/01/2023;1;1;5;;;;;;;;;;;;;
724;6;Habilitado;23/01/2023;1;1;1;;;;;;;;;;;;;
725;23;Habilitado;23/01/2023;1;1;1;;;;;;;;;;;;;
726;274;Habilitado;23/01/2023;1;1;1;;;;;;;;;;;;;
727;306;Deshabilitado;19/07/2023;1;1;5;;;;;;;;;;;;;
728;275;Habilitado;23/01/2023;1;1;5;;;;;;;;;;;;;
729;278;Habilitado;23/01/2023;1;1;11;;;;;;;;;;;;;
730;319;Deshabilitado;4/02/2023;1;1;11;;;;;;;;;;;;;
731;279;Habilitado;23/01/2023;1;1;12;;;;;;;;;;;;;
732;58;Habilitado;6/08/2023;3;1;12;;;;;;;;;;;;;
733;326;Habilitado;18/01/2023;1;4;3;;;;;;;;;;;;;
734;326;Deshabilitado;20/07/2023;1;4;3;;;;;;;;;;;;;
735;326;Habilitado;21/07/2023;1;17;3;;;;;;;;;;;;;
736;326;Deshabilitado;31/12/2023;1;17;3;;;;;;;;;;;;;
737;8;Habilitado;19/03/2023;41;1; ;;;;;;;;;;;;;
738;11;Habilitado;19/03/2023;41;1; ;;;;;;;;;;;;;
739;15;Habilitado;19/03/2023;41;1; ;;;;;;;;;;;;;
740;273;Habilitado;19/03/2023;41;1; ;;;;;;;;;;;;;
741;16;Habilitado;19/03/2023;41;1; ;;;;;;;;;;;;;
742;20;Habilitado;19/03/2023;41;1; ;;;;;;;;;;;;;
743;274;Habilitado;19/03/2023;41;1; ;;;;;;;;;;;;;
744;275;Habilitado;19/03/2023;41;1; ;;;;;;;;;;;;;
745;276;Habilitado;19/03/2023;41;1; ;;;;;;;;;;;;;
746;278;Habilitado;19/03/2023;41;1; ;;;;;;;;;;;;;
747;279;Habilitado;19/03/2023;41;1; ;;;;;;;;;;;;;
748;327;Habilitado;19/03/2023;41;1; ;;;;;;;;;;;;;
749;328;Habilitado;19/03/2023;41;1; ;;;;;;;;;;;;;
750;329;Habilitado;19/03/2023;41;1; ;;;;;;;;;;;;;
751;330;Habilitado;19/03/2023;41;1; ;;;;;;;;;;;;;
752;331;Habilitado;19/03/2023;41;1; ;;;;;;;;;;;;;
753;332;Habilitado;19/03/2023;41;1; ;;;;;;;;;;;;;
754;333;Habilitado;19/03/2023;41;1; ;;;;;;;;;;;;;
755;334;Habilitado;19/03/2023;41;1; ;;;;;;;;;;;;;
756;305;Habilitado;19/03/2023;41;1; ;;;;;;;;;;;;;
757;275;Habilitado;19/03/2023;41;1; ;;;;;;;;;;;;;
758;309;Habilitado;19/03/2023;41;1; ;;;;;;;;;;;;;
759;24;Habilitado;19/03/2023;41;1; ;;;;;;;;;;;;;
760;336;Habilitado;19/03/2023;41;1; ;;;;;;;;;;;;;
761;319;Habilitado;19/03/2023;41;1; ;;;;;;;;;;;;;
762;6;Habilitado;19/03/2023;41;1; ;;;;;;;;;;;;;
763;30;Habilitado;19/03/2023;41;1; ;;;;;;;;;;;;;
