IdEstadisticaPartido;IdJugador;IdPartido;IdCT;Condicion;Minutos;Goles;Amarillas;Rojas;;;;;;;;;;;;;;;;
4001;182;238;14;Titular;55;;1;;;;;;;;;;;;;;;;;
4002;181;238;14;No citado;;;;;;;;;;;;;;;;;;;;
4003;167;238;14;Suplente ingresa;26;;;;;;;;;;;;;;;;;;;
4004;162;238;14;Titular;70;;;;;;;;;;;;;;;;;;;
4005;171;238;14;Titular;44;;;;;;;;;;;;;;;;;;;
4006;173;238;14;Suplente ingresa;4;;;;;;;;;;;;;;;;;;;
4007;179;238;14;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
4008;184;238;14;Titular;60;1;;;;;;;;;;;;;;;;;;
4009;172;238;14;Titular;11;;;1;;;;;;;;;;;;;;;;
4010;298;238;14;No citado;;;;;;;;;;;;;;;;;;;;
4011;170;239;14;Titular;70;;;1;;;;;;;;;;;;;;;;
4012;169;239;14;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
4013;175;239;14;No citado;;;;;;;;;;;;;;;;;;;;
4014;165;239;14;Titular;70;;;;;;;;;;;;;;;;;;;
4015;183;239;14;Suspendido;;;;;;;;;;;;;;;;;;;;
4016;166;239;14;Titular;70;;;;;;;;;;;;;;;;;;;
4017;168;239;14;Lesionado;;;;;;;;;;;;;;;;;;;;
4018;178;239;14;Titular;70;;;;;;;;;;;;;;;;;;;
4019;161;239;14;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
4020;174;239;14;Suplente ingresa;5;;;;;;;;;;;;;;;;;;;
4021;177;239;14;No citado;;;;;;;;;;;;;;;;;;;;
4022;164;239;14;Titular;65;;;;;;;;;;;;;;;;;;;
4023;180;239;14;Suspendido;;;;;;;;;;;;;;;;;;;;
4024;297;239;14;No citado;;;;;;;;;;;;;;;;;;;;
4025;176;239;14;Titular;58;;;;;;;;;;;;;;;;;;;
4026;163;239;14;Suplente ingresa;17;;;;;;;;;;;;;;;;;;;
4027;182;239;14;Titular;70;;;;;;;;;;;;;;;;;;;
4028;181;239;14;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
4029;167;239;14;Titular;70;;;;;;;;;;;;;;;;;;;
4030;162;239;14;Titular;70;;;;;;;;;;;;;;;;;;;
4031;171;239;14;Titular;70;;;;;;;;;;;;;;;;;;;
4032;173;239;14;Suplente ingresa;12;;;;;;;;;;;;;;;;;;;
4033;179;239;14;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
4034;184;239;14;Titular;58;;;;;;;;;;;;;;;;;;;
4035;172;239;14;Suspendido;;;;;;;;;;;;;;;;;;;;
4036;298;239;14;No citado;;;;;;;;;;;;;;;;;;;;
4037;170;240;14;Suspendido;;;;;;;;;;;;;;;;;;;;
4038;169;240;14;Titular;62;;;;;;;;;;;;;;;;;;;
4039;175;240;14;Suplente ingresa;8;;;;;;;;;;;;;;;;;;;
4040;165;240;14;Titular;56;;;;;;;;;;;;;;;;;;;
4041;183;240;14;Suplente ingresa;14;;1;;;;;;;;;;;;;;;;;
4042;166;240;14;Titular;70;;;;;;;;;;;;;;;;;;;
4043;168;240;14;Lesionado;;;;;;;;;;;;;;;;;;;;
4044;178;240;14;Titular;70;;;;;;;;;;;;;;;;;;;
4045;161;240;14;Suplente ingresa;14;;;;;;;;;;;;;;;;;;;
4046;174;240;14;Suplente ingresa;18;;1;;;;;;;;;;;;;;;;;
4047;177;240;14;Suplente ingresa;14;;;;;;;;;;;;;;;;;;;
4048;164;240;14;Titular;62;;;;;;;;;;;;;;;;;;;
4049;180;240;14;Titular;70;;;;;;;;;;;;;;;;;;;
4050;297;240;14;No citado;;;;;;;;;;;;;;;;;;;;
4051;176;240;14;Titular;52;;;;;;;;;;;;;;;;;;;
4052;163;240;14;Suplente ingresa;8;;;;;;;;;;;;;;;;;;;
4053;182;240;14;Titular;56;;;;;;;;;;;;;;;;;;;
4054;181;240;14;Suplente ingresa;18;;;;;;;;;;;;;;;;;;;
4055;167;240;14;No citado;;;;;;;;;;;;;;;;;;;;
4056;162;240;14;No citado;;;;;;;;;;;;;;;;;;;;
4057;171;240;14;Titular;70;2;;;;;;;;;;;;;;;;;;
4058;173;240;14;No citado;;;;;;;;;;;;;;;;;;;;
4059;179;240;14;Titular;52;;;;;;;;;;;;;;;;;;;
4060;184;240;14;Lesionado;;;;;;;;;;;;;;;;;;;;
4061;172;240;14;Titular;70;1;1;;;;;;;;;;;;;;;;;
4062;298;240;14;No citado;;;;;;;;;;;;;;;;;;;;
4063;170;241;14;Titular;55;;;;;;;;;;;;;;;;;;;
4064;169;241;14;Suplente ingresa;15;;;;;;;;;;;;;;;;;;;
4065;175;241;14;No citado;;;;;;;;;;;;;;;;;;;;
4066;165;241;14;Titular;50;;;;;;;;;;;;;;;;;;;
4067;183;241;14;Suplente ingresa;20;;;;;;;;;;;;;;;;;;;
4068;166;241;14;Titular;70;;;;;;;;;;;;;;;;;;;
4069;168;241;14;Lesionado;;;;;;;;;;;;;;;;;;;;
4070;178;241;14;Titular;70;;;;;;;;;;;;;;;;;;;
4071;161;241;14;No citado;;;;;;;;;;;;;;;;;;;;
4072;174;241;14;Suplente ingresa;15;;1;;;;;;;;;;;;;;;;;
4073;177;241;14;No citado;;;;;;;;;;;;;;;;;;;;
4074;164;241;14;Suplente ingresa;27;;;;;;;;;;;;;;;;;;;
4075;180;241;14;Titular;43;;1;;;;;;;;;;;;;;;;;
4076;297;241;14;No citado;;;;;;;;;;;;;;;;;;;;
4077;176;241;14;Titular;55;;;;;;;;;;;;;;;;;;;
4078;163;241;14;No citado;;;;;;;;;;;;;;;;;;;;
4079;182;241;14;Titular;55;;;;;;;;;;;;;;;;;;;
4080;181;241;14;Suplente ingresa;27;;;;;;;;;;;;;;;;;;;
4081;167;241;14;Suplente ingresa;;;;;;;;;;;;;;;;;;;;
4082;162;241;14;Titular;70;1;;;;;;;;;;;;;;;;;;
4083;171;241;14;Titular;43;1;;;;;;;;;;;;;;;;;;
4084;173;241;14;No citado;;;;;;;;;;;;;;;;;;;;
4085;179;241;14;Suplente ingresa;15;;1;;;;;;;;;;;;;;;;;
4086;184;241;14;Titular;50;;;;;;;;;;;;;;;;;;;
4087;172;241;14;Titular;70;3;;;;;;;;;;;;;;;;;;
4088;298;241;14;No citado;;;;;;;;;;;;;;;;;;;;
4089;170;242;14;Titular;40;;;;;;;;;;;;;;;;;;;
4090;169;242;14;No citado;;;;;;;;;;;;;;;;;;;;
4091;175;242;14;Suplente ingresa;30;;;;;;;;;;;;;;;;;;;
4092;165;242;14;Titular;70;2;;;;;;;;;;;;;;;;;;
4093;183;242;14;No citado;;;;;;;;;;;;;;;;;;;;
4094;166;242;14;Titular;70;1;;;;;;;;;;;;;;;;;;
4095;168;242;14;Lesionado;;;;;;;;;;;;;;;;;;;;
4096;178;242;14;Titular;70;;;;;;;;;;;;;;;;;;;
4097;161;242;14;No citado;;;;;;;;;;;;;;;;;;;;
4098;174;242;14;Suplente ingresa;30;;;;;;;;;;;;;;;;;;;
4099;177;242;14;No citado;;;;;;;;;;;;;;;;;;;;
4100;164;242;14;Titular;40;;;;;;;;;;;;;;;;;;;
4101;180;242;14;Titular;70;1;;;;;;;;;;;;;;;;;;
4102;297;242;14;No citado;;;;;;;;;;;;;;;;;;;;
4103;176;242;14;Titular;50;1;;;;;;;;;;;;;;;;;;
4104;163;242;14;Suplente ingresa;20;1;;;;;;;;;;;;;;;;;;
4105;182;242;14;Titular;40;;;;;;;;;;;;;;;;;;;
4106;181;242;14;Suplente ingresa;30;2;;;;;;;;;;;;;;;;;;
4107;167;242;14;Suplente ingresa;20;2;;;;;;;;;;;;;;;;;;
4108;162;242;14;Titular;50;3;;;;;;;;;;;;;;;;;;
4109;171;242;14;Suplente ingresa;20;;;;;;;;;;;;;;;;;;;
4110;173;242;14;Suplente ingresa;30;;;;;;;;;;;;;;;;;;;
4111;179;242;14;No citado;;;;;;;;;;;;;;;;;;;;
4112;184;242;14;Titular;40;1;;;;;;;;;;;;;;;;;;
4113;172;242;14;Titular;50;1;;;;;;;;;;;;;;;;;;
4114;298;242;14;No citado;;;;;;;;;;;;;;;;;;;;
4115;170;243;14;Titular;70;;;;;;;;;;;;;;;;;;;
4116;169;243;14;No citado;;;;;;;;;;;;;;;;;;;;
4117;175;243;14;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
4118;165;243;14;Titular;57;;;;;;;;;;;;;;;;;;;
4119;183;243;14;Suplente ingresa;13;;;;;;;;;;;;;;;;;;;
4120;166;243;14;Titular;70;;;;;;;;;;;;;;;;;;;
4121;168;243;14;Lesionado;;;;;;;;;;;;;;;;;;;;
4122;178;243;14;Titular;70;;1;;;;;;;;;;;;;;;;;
4123;161;243;14;No citado;;;;;;;;;;;;;;;;;;;;
4124;174;243;14;Suplente ingresa;7;;;;;;;;;;;;;;;;;;;
4125;177;243;14;No citado;;;;;;;;;;;;;;;;;;;;
4126;164;243;14;Suplente ingresa;20;;;;;;;;;;;;;;;;;;;
4127;180;243;14;Titular;70;;;;;;;;;;;;;;;;;;;
4128;297;243;14;No citado;;;;;;;;;;;;;;;;;;;;
4129;176;243;14;Titular;57;;1;;;;;;;;;;;;;;;;;
4130;163;243;14;Suplente ingresa;13;;;;;;;;;;;;;;;;;;;
4131;182;243;14;Titular;63;;;;;;;;;;;;;;;;;;;
4132;181;243;14;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
4133;167;243;14;Suplente ingresa;20;;;;;;;;;;;;;;;;;;;
4134;162;243;14;Titular;70;;;;;;;;;;;;;;;;;;;
4135;171;243;14;Titular;50;;;;;;;;;;;;;;;;;;;
4136;173;243;14;No citado;;;;;;;;;;;;;;;;;;;;
4137;179;243;14;No citado;;;;;;;;;;;;;;;;;;;;
4138;184;243;14;Titular;50;;;;;;;;;;;;;;;;;;;
4139;172;243;14;Titular;70;1;;;;;;;;;;;;;;;;;;
4140;298;243;14;No citado;;;;;;;;;;;;;;;;;;;;
4141;170;244;14;Titular;55;;1;;;;;;;;;;;;;;;;;
4142;169;244;14;Suplente ingresa;15;;;;;;;;;;;;;;;;;;;
4143;175;244;14;No citado;;;;;;;;;;;;;;;;;;;;
4144;165;244;14;Titular;70;;1;;;;;;;;;;;;;;;;;
4145;183;244;14;Titular;58;;1;;;;;;;;;;;;;;;;;
4146;166;244;14;Suplente ingresa;22;;;;;;;;;;;;;;;;;;;
4147;168;244;14;Lesionado;;;;;;;;;;;;;;;;;;;;
4148;178;244;14;Titular;64;;;;;;;;;;;;;;;;;;;
4149;161;244;14;No citado;;;;;;;;;;;;;;;;;;;;
4150;174;244;14;Suplente ingresa;15;;;;;;;;;;;;;;;;;;;
4151;177;244;14;No citado;;;;;;;;;;;;;;;;;;;;
4152;164;244;14;Suplente ingresa;15;;;;;;;;;;;;;;;;;;;
4153;180;244;14;Titular;70;;;;;;;;;;;;;;;;;;;
4154;297;244;14;No citado;;;;;;;;;;;;;;;;;;;;
4155;176;244;14;Titular;48;;;;;;;;;;;;;;;;;;;
4156;163;244;14;No citado;;;;;;;;;;;;;;;;;;;;
4157;182;244;14;Titular;55;;1;;;;;;;;;;;;;;;;;
4158;181;244;14;No citado;;;;;;;;;;;;;;;;;;;;
4159;167;244;14;Suplente ingresa;22;;;;;;;;;;;;;;;;;;;
4160;162;244;14;Titular;70;1;;;;;;;;;;;;;;;;;;
4161;171;244;14;Titular;55;;;;;;;;;;;;;;;;;;;
4162;173;244;14;Suplente ingresa;6;;;;;;;;;;;;;;;;;;;
4163;179;244;14;Suplente ingresa;6;;;;;;;;;;;;;;;;;;;
4164;184;244;14;Titular;64;;;;;;;;;;;;;;;;;;;
4165;172;244;14;Titular;70;;;;;;;;;;;;;;;;;;;
4166;298;244;14;No citado;;;;;;;;;;;;;;;;;;;;
4167;170;245;14;Titular;67;;;;;;;;;;;;;;;;;;;
4168;169;245;14;Suplente ingresa;3;;;;;;;;;;;;;;;;;;;
4169;175;245;14;No citado;;;;;;;;;;;;;;;;;;;;
4170;165;245;14;Suplente ingresa;29;;;;;;;;;;;;;;;;;;;
4171;183;245;14;Titular;41;;;;;;;;;;;;;;;;;;;
4172;166;245;14;Titular;70;;;;;;;;;;;;;;;;;;;
4173;168;245;14;Lesionado;;;;;;;;;;;;;;;;;;;;
4174;178;245;14;Titular;58;;;;;;;;;;;;;;;;;;;
4175;161;245;14;Lesionado;;;;;;;;;;;;;;;;;;;;
4176;174;245;14;Suplente ingresa;3;;;;;;;;;;;;;;;;;;;
4177;177;245;14;Lesionado;;;;;;;;;;;;;;;;;;;;
4178;164;245;14;Suplente ingresa;12;;;;;;;;;;;;;;;;;;;
4179;180;245;14;Titular;70;;;;;;;;;;;;;;;;;;;
4180;297;245;14;No citado;;;;;;;;;;;;;;;;;;;;
4181;176;245;14;Titular;58;;;;;;;;;;;;;;;;;;;
4182;163;245;14;Suplente ingresa;12;;;;;;;;;;;;;;;;;;;
4183;182;245;14;Titular;3;;1;;;;;;;;;;;;;;;;;
4184;181;245;14;No citado;;;;;;;;;;;;;;;;;;;;
4185;167;245;14;Suplente ingresa;12;;;;;;;;;;;;;;;;;;;
4186;162;245;14;Titular;70;;;;;;;;;;;;;;;;;;;
4187;171;245;14;Titular;47;;;;;;;;;;;;;;;;;;;
4188;173;245;14;No citado;;;;;;;;;;;;;;;;;;;;
4189;179;245;14;Suplente ingresa;3;;;;;;;;;;;;;;;;;;;
4190;184;245;14;Titular;;1;;;;;;;;;;;;;;;;;;
4191;172;245;14;Titular;70;;;;;;;;;;;;;;;;;;;
4192;298;245;14;No citado;;;;;;;;;;;;;;;;;;;;
4193;170;246;14;Suplente ingresa;7;;;;;;;;;;;;;;;;;;;
4194;169;246;14;Titular;63;;;;;;;;;;;;;;;;;;;
4195;175;246;14;No citado;;;;;;;;;;;;;;;;;;;;
4196;165;246;14;Titular;70;;;;;;;;;;;;;;;;;;;
4197;183;246;14;Suplente ingresa;7;;;;;;;;;;;;;;;;;;;
4198;166;246;14;Titular;70;;1;;;;;;;;;;;;;;;;;
4199;168;246;14;No citado;;;;;;;;;;;;;;;;;;;;
4200;178;246;14;Titular;59;;;;;;;;;;;;;;;;;;;
4201;161;246;14;Lesionado;;;;;;;;;;;;;;;;;;;;
4202;174;246;14;No citado;;;;;;;;;;;;;;;;;;;;
4203;177;246;14;Lesionado;;;;;;;;;;;;;;;;;;;;
4204;164;246;14;Suplente ingresa;11;;;;;;;;;;;;;;;;;;;
4205;180;246;14;Titular;70;;;;;;;;;;;;;;;;;;;
4206;297;246;14;No citado;;;;;;;;;;;;;;;;;;;;
4207;176;246;14;Suplente ingresa;27;;;;;;;;;;;;;;;;;;;
4208;163;246;14;Titular;43;;;;;;;;;;;;;;;;;;;
4209;182;246;14;Titular;63;;;;;;;;;;;;;;;;;;;
4210;181;246;14;Suplente ingresa;21;1;;;;;;;;;;;;;;;;;;
4211;167;246;14;Suplente ingresa;21;;;;;;;;;;;;;;;;;;;
4212;162;246;14;Titular;59;;1;;;;;;;;;;;;;;;;;
4213;171;246;14;Titular;49;;;;;;;;;;;;;;;;;;;
4214;173;246;14;Suplente ingresa;11;;;;;;;;;;;;;;;;;;;
4215;179;246;14;No citado;;;;;;;;;;;;;;;;;;;;
4216;184;246;14;Titular;49;1;;;;;;;;;;;;;;;;;;
4217;172;246;14;Titular;70;;;;;;;;;;;;;;;;;;;
4218;298;246;14;No citado;;;;;;;;;;;;;;;;;;;;
4219;170;247;14;No citado;;;;;;;;;;;;;;;;;;;;
4220;169;247;14;Titular;51;;;;;;;;;;;;;;;;;;;
4221;175;247;14;Suplente ingresa;19;;;;;;;;;;;;;;;;;;;
4222;165;247;14;Titular;70;;;;;;;;;;;;;;;;;;;
4223;183;247;14;No citado;;;;;;;;;;;;;;;;;;;;
4224;166;247;14;Titular;70;;;;;;;;;;;;;;;;;;;
4225;168;247;14;Lesionado;;;;;;;;;;;;;;;;;;;;
4226;178;247;14;Titular;47;;;;;;;;;;;;;;;;;;;
4227;161;247;14;Lesionado;;;;;;;;;;;;;;;;;;;;
4228;174;247;14;Suplente ingresa;19;;;;;;;;;;;;;;;;;;;
4229;177;247;14;Lesionado;;;;;;;;;;;;;;;;;;;;
4230;164;247;14;Suplente ingresa;23;;;;;;;;;;;;;;;;;;;
4231;180;247;14;Titular;70;1;1;;;;;;;;;;;;;;;;;
4232;297;247;14;No citado;;;;;;;;;;;;;;;;;;;;
4233;176;247;14;Titular;70;;;;;;;;;;;;;;;;;;;
4234;163;247;14;Suplente ingresa;19;;;;;;;;;;;;;;;;;;;
4235;182;247;14;Titular;51;;;;;;;;;;;;;;;;;;;
4236;181;247;14;Suplente ingresa;30;;;;;;;;;;;;;;;;;;;
4237;167;247;14;Titular;40;;;;;;;;;;;;;;;;;;;
4238;162;247;14;Titular;30;1;;;;;;;;;;;;;;;;;;
4239;171;247;14;Titular;40;;;;;;;;;;;;;;;;;;;
4240;173;247;14;No citado;;;;;;;;;;;;;;;;;;;;
4241;179;247;14;Suplente ingresa;23;1;;;;;;;;;;;;;;;;;;
4242;184;247;14;Titular;47;1;;;;;;;;;;;;;;;;;;
4243;172;247;14;Titular;51;2;;;;;;;;;;;;;;;;;;
4244;298;247;14;No citado;;;;;;;;;;;;;;;;;;;;
4245;170;248;14;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
4246;169;248;14;Titular;70;;;;;;;;;;;;;;;;;;;
4247;175;248;14;No citado;;;;;;;;;;;;;;;;;;;;
4248;165;248;14;Titular;70;;;;;;;;;;;;;;;;;;;
4249;183;248;14;Lesionado;;;;;;;;;;;;;;;;;;;;
4250;166;248;14;Titular;70;;;;;;;;;;;;;;;;;;;
4251;168;248;14;Lesionado;;;;;;;;;;;;;;;;;;;;
4252;178;248;14;Titular;53;;;1;;;;;;;;;;;;;;;;
4253;161;248;14;No citado;;;;;;;;;;;;;;;;;;;;
4254;174;248;14;Suplente ingresa;1;;;;;;;;;;;;;;;;;;;
4255;177;248;14;No citado;;;;;;;;;;;;;;;;;;;;
4256;164;248;14;Suplente ingresa;10;;;;;;;;;;;;;;;;;;;
4257;180;248;14;Titular;52;;;1;;;;;;;;;;;;;;;;
4258;297;248;14;No citado;;;;;;;;;;;;;;;;;;;;
4259;176;248;14;Titular;50;1;;;;;;;;;;;;;;;;;;
4260;163;248;14;Suplente ingresa;20;;;;;;;;;;;;;;;;;;;
4261;182;248;14;Titular;69;;;;;;;;;;;;;;;;;;;
4262;181;248;14;Titular;35;;;;;;;;;;;;;;;;;;;
4263;167;248;14;No citado;;;;;;;;;;;;;;;;;;;;
4264;162;248;14;Titular;60;;;;;;;;;;;;;;;;;;;
4265;171;248;14;Suplente ingresa;35;;;;;;;;;;;;;;;;;;;
4266;173;248;14;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
4267;179;248;14;Suplente ingresa;20;;;;;;;;;;;;;;;;;;;
4268;184;248;14;Titular;50;;;;;;;;;;;;;;;;;;;
4269;172;248;14;Titular;70;1;;;;;;;;;;;;;;;;;;
4270;298;248;14;No citado;;;;;;;;;;;;;;;;;;;;
4271;197;256;16;Titular;45;;;;;;;;;;;;;;;;;;;
4272;185;256;16;No citado;;;;;;;;;;;;;;;;;;;;
4273;198;256;16;Suplente ingresa;25;;;;;;;;;;;;;;;;;;;
4274;204;256;16;No citado;;;;;;;;;;;;;;;;;;;;
4275;189;256;16;Titular;70;1;;;;;;;;;;;;;;;;;;
4276;196;256;16;No citado;;;;;;;;;;;;;;;;;;;;
4277;203;256;16;Suplente ingresa;15;;1;;;;;;;;;;;;;;;;;
4278;195;256;16;Titular;55;;;;;;;;;;;;;;;;;;;
4279;188;256;16;Lesionado;;;;;;;;;;;;;;;;;;;;
4280;187;256;16;Titular;70;1;;;;;;;;;;;;;;;;;;
4281;200;256;16;Suplente ingresa;15;;;;;;;;;;;;;;;;;;;
4282;194;256;16;Titular;55;;;;;;;;;;;;;;;;;;;
4283;202;256;16;Titular;45;1;;;;;;;;;;;;;;;;;;
4284;191;256;16;Suplente ingresa;25;;;;;;;;;;;;;;;;;;;
4285;186;256;16;Titular;45;;;;;;;;;;;;;;;;;;;
4286;190;256;16;Suplente ingresa;15;;;;;;;;;;;;;;;;;;;
4287;201;256;16;Titular;55;1;;;;;;;;;;;;;;;;;;
4288;193;256;16;Suplente ingresa;25;;;;;;;;;;;;;;;;;;;
4289;192;256;16;Titular;35;;;;;;;;;;;;;;;;;;;
4290;206;256;16;No citado;;;;;;;;;;;;;;;;;;;;
4291;205;256;16;No citado;;;;;;;;;;;;;;;;;;;;
4292;199;256;16;Suplente ingresa;35;1;;;;;;;;;;;;;;;;;;
4293;207;256;16;No citado;;;;;;;;;;;;;;;;;;;;
4294;197;257;16;No citado;;;;;;;;;;;;;;;;;;;;
4295;185;257;16;Titular;50;;;;;;;;;;;;;;;;;;;
4296;198;257;16;No citado;;;;;;;;;;;;;;;;;;;;
4297;204;257;16;Suplente ingresa;20;;;;;;;;;;;;;;;;;;;
4298;189;257;16;Titular;70;1;1;;;;;;;;;;;;;;;;;
4299;196;257;16;No citado;;;;;;;;;;;;;;;;;;;;
4300;203;257;16;Suplente ingresa;5;;;;;;;;;;;;;;;;;;;
4301;195;257;16;Titular;65;;;;;;;;;;;;;;;;;;;
4302;188;257;16;Suplente ingresa;5;;;;;;;;;;;;;;;;;;;
4303;187;257;16;Lesionado;;;;;;;;;;;;;;;;;;;;
4304;200;257;16;Titular;55;;;;;;;;;;;;;;;;;;;
4305;194;257;16;Titular;70;;1;;;;;;;;;;;;;;;;;
4306;202;257;16;Titular;35;;;;;;;;;;;;;;;;;;;
4307;191;257;16;Suplente ingresa;35;;;;;;;;;;;;;;;;;;;
4308;186;257;16;Titular;65;;;;;;;;;;;;;;;;;;;
4309;190;257;16;Suplente ingresa;5;;;;;;;;;;;;;;;;;;;
4310;201;257;16;Titular;65;;;;;;;;;;;;;;;;;;;
4311;193;257;16;Suplente ingresa;15;;;;;;;;;;;;;;;;;;;
4312;192;257;16;Titular;50;;;;;;;;;;;;;;;;;;;
4313;206;257;16;Suplente ingresa;20;1;;;;;;;;;;;;;;;;;;
4314;205;257;16;No citado;;;;;;;;;;;;;;;;;;;;
4315;199;257;16;Lesionado;;;;;;;;;;;;;;;;;;;;
4316;207;257;16;No citado;;;;;;;;;;;;;;;;;;;;
4317;197;258;16;Titular;50;;;;;;;;;;;;;;;;;;;
4318;185;258;16;Suplente ingresa;20;;;;;;;;;;;;;;;;;;;
4319;198;258;16;No citado;;;;;;;;;;;;;;;;;;;;
4320;204;258;16;No citado;;;;;;;;;;;;;;;;;;;;
4321;189;258;16;Titular;70;;;;;;;;;;;;;;;;;;;
4322;196;258;16;No citado;;;;;;;;;;;;;;;;;;;;
4323;203;258;16;Suplente ingresa;15;;;;;;;;;;;;;;;;;;;
4324;195;258;16;Titular;55;;;;;;;;;;;;;;;;;;;
4325;188;258;16;Suplente ingresa;20;;;;;;;;;;;;;;;;;;;
4326;187;258;16;Lesionado;;;;;;;;;;;;;;;;;;;;
4327;200;258;16;No citado;;;;;;;;;;;;;;;;;;;;
4328;194;258;16;Titular;70;;;;;;;;;;;;;;;;;;;
4329;202;258;16;Titular;50;;;;;;;;;;;;;;;;;;;
4330;191;258;16;Titular;50;;;;;;;;;;;;;;;;;;;
4331;186;258;16;Titular;43;;;;;;;;;;;;;;;;;;;
4332;190;258;16;Suplente ingresa;20;;;;;;;;;;;;;;;;;;;
4333;201;258;16;Titular;55;2;;;;;;;;;;;;;;;;;;
4334;193;258;16;No citado;;;;;;;;;;;;;;;;;;;;
4335;192;258;16;Titular;43;;;;;;;;;;;;;;;;;;;
4336;206;258;16;Suplente ingresa;27;2;;;;;;;;;;;;;;;;;;
4337;205;258;16;Suplente ingresa;15;;;;;;;;;;;;;;;;;;;
4338;199;258;16;Suplente ingresa;27;1;;;;;;;;;;;;;;;;;;
4339;207;258;16;No citado;;;;;;;;;;;;;;;;;;;;
4340;197;259;16;No citado;;;;;;;;;;;;;;;;;;;;
4341;185;259;16;No citado;;;;;;;;;;;;;;;;;;;;
4342;198;259;16;Titular;35;;;;;;;;;;;;;;;;;;;
4343;204;259;16;Suplente ingresa;35;;;;;;;;;;;;;;;;;;;
4344;189;259;16;Titular;35;;;;;;;;;;;;;;;;;;;
4345;196;259;16;Suplente ingresa;35;1;;;;;;;;;;;;;;;;;;
4346;203;259;16;Suplente ingresa;25;;;;;;;;;;;;;;;;;;;
4347;195;259;16;Titular;45;;;;;;;;;;;;;;;;;;;
4348;188;259;16;No citado;;;;;;;;;;;;;;;;;;;;
4349;187;259;16;Lesionado;;;;;;;;;;;;;;;;;;;;
4350;200;259;16;Titular;35;;;;;;;;;;;;;;;;;;;
4351;194;259;16;Titular;70;;;;;;;;;;;;;;;;;;;
4352;202;259;16;Titular;35;2;;;;;;;;;;;;;;;;;;
4353;191;259;16;Titular;70;1;;;;;;;;;;;;;;;;;;
4354;186;259;16;Suplente ingresa;35;3;;;;;;;;;;;;;;;;;;
4355;190;259;16;Lesionado;;;;;;;;;;;;;;;;;;;;
4356;201;259;16;Titular;35;1;;;;;;;;;;;;;;;;;;
4357;193;259;16;No citado;;;;;;;;;;;;;;;;;;;;
4358;192;259;16;Suplente no ingresa;25;2;;;;;;;;;;;;;;;;;;
4359;206;259;16;Titular;45;4;;;;;;;;;;;;;;;;;;
4360;205;259;16;Suplente ingresa;25;2;;;;;;;;;;;;;;;;;;
4361;199;259;16;Titular;45;1;;;;;;;;;;;;;;;;;;
4362;207;259;16;No citado;;;;;;;;;;;;;;;;;;;;
4363;197;260;16;Lesionado;;;;;;;;;;;;;;;;;;;;
4364;185;260;16;Suplente ingresa;35;;;;;;;;;;;;;;;;;;;
4365;198;260;16;No citado;;;;;;;;;;;;;;;;;;;;
4366;204;260;16;Titular;35;;;;;;;;;;;;;;;;;;;
4367;189;260;16;Titular;70;1;1;;;;;;;;;;;;;;;;;
4368;196;260;16;Suplente ingresa;35;1;;;;;;;;;;;;;;;;;;
4369;203;260;16;No citado;;;;;;;;;;;;;;;;;;;;
4370;195;260;16;Titular;45;;;;;;;;;;;;;;;;;;;
4371;188;260;16;Suplente ingresa;25;;;;;;;;;;;;;;;;;;;
4372;187;260;16;Lesionado;;;;;;;;;;;;;;;;;;;;
4373;200;260;16;Suplente ingresa;35;;;;;;;;;;;;;;;;;;;
4374;194;260;16;Titular;70;1;;;;;;;;;;;;;;;;;;
4375;202;260;16;Suplente ingresa;35;;;;;;;;;;;;;;;;;;;
4376;191;260;16;Titular;35;1;;;;;;;;;;;;;;;;;;
4377;186;260;16;Titular;45;;;;;;;;;;;;;;;;;;;
4378;190;260;16;Lesionado;;;;;;;;;;;;;;;;;;;;
4379;201;260;16;Titular;52;3;;;;;;;;;;;;;;;;;;
4380;193;260;16;Titular;35;;;;;;;;;;;;;;;;;;;
4381;192;260;16;Suplente ingresa;18;1;;;;;;;;;;;;;;;;;;
4382;206;260;16;Titular;35;;;;;;;;;;;;;;;;;;;
4383;205;260;16;No citado;;;;;;;;;;;;;;;;;;;;
4384;199;260;16;Suplente ingresa;25;;;;;;;;;;;;;;;;;;;
4385;207;260;16;No citado;;;;;;;;;;;;;;;;;;;;
4386;197;261;16;Lesionado;;;;;;;;;;;;;;;;;;;;
4387;185;261;16;No citado;;;;;;;;;;;;;;;;;;;;
4388;198;261;16;Titular;40;;;;;;;;;;;;;;;;;;;
4389;204;261;16;Suplente ingresa;30;;;;;;;;;;;;;;;;;;;
4390;189;261;16;Titular;70;4;;;;;;;;;;;;;;;;;;
4391;196;261;16;Suplente ingresa;35;;;;;;;;;;;;;;;;;;;
4392;203;261;16;Suplente ingresa;20;;;;;;;;;;;;;;;;;;;
