IdEstadisticaPartido;IdJugador;IdPartido;IdCT;Condicion;Minutos;Goles;Amarillas;Rojas;;;;;;;;;;;;;;;;
2411;66;103;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2412;87;103;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2413;85;103;6;Titular;96;;;;;;;;;;;;;;;;;;;
2414;107;103;6;;;;;;;;;;;;;;;;;;;;;
2415;92;103;6;;;;;;;;;;;;;;;;;;;;;
2416;84;103;6;;;;;;;;;;;;;;;;;;;;;
2417;95;103;6;;;;;;;;;;;;;;;;;;;;;
2418;86;103;6;;;;;;;;;;;;;;;;;;;;;
2419;69;104;6;No citado;;;;;;;;;;;;;;;;;;;;
2420;82;104;6;Suplente ingresa;51;;;;;;;;;;;;;;;;;;;
2421;71;104;6;Titular;96;;;;;;;;;;;;;;;;;;;
2422;65;104;6;No citado;;;;;;;;;;;;;;;;;;;;
2423;79;104;6;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
2424;63;104;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2425;77;104;6;No citado;;;;;;;;;;;;;;;;;;;;
2426;70;104;6;No citado;;;;;;;;;;;;;;;;;;;;
2427;68;104;6;Titular;96;;;;;;;;;;;;;;;;;;;
2428;60;104;6;Titular;96;1;;;;;;;;;;;;;;;;;;
2429;62;104;6;Suplente ingresa;36;;;;;;;;;;;;;;;;;;;
2430;76;104;6;Suplente ingresa;51;1;;;;;;;;;;;;;;;;;;
2431;73;104;6;No citado;;;;;;;;;;;;;;;;;;;;
2432;78;104;6;Titular;45;;;;;;;;;;;;;;;;;;;
2433;64;104;6;No citado;;;;;;;;;;;;;;;;;;;;
2434;67;104;6;Suplente ingresa;7;;;;;;;;;;;;;;;;;;;
2435;81;104;6;Titular;96;;;;;;;;;;;;;;;;;;;
2436;83;104;6;Titular;96;;;;;;;;;;;;;;;;;;;
2437;59;104;6;No citado;;;;;;;;;;;;;;;;;;;;
2438;80;104;6;Titular;89;;;;;;;;;;;;;;;;;;;
2439;74;104;6;Titular;96;;;;;;;;;;;;;;;;;;;
2440;75;104;6;Titular;45;;;;;;;;;;;;;;;;;;;
2441;56;104;6;Promovido;;;;;;;;;;;;;;;;;;;;
2442;61;104;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2443;66;104;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2444;87;104;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2445;85;104;6;Titular;45;;;;;;;;;;;;;;;;;;;
2446;107;104;6;;;;;;;;;;;;;;;;;;;;;
2447;92;104;6;Titular;60;;;;;;;;;;;;;;;;;;;
2448;84;104;6;Suplente ingresa;51;1;1;;;;;;;;;;;;;;;;;
2449;95;104;6;;;;;;;;;;;;;;;;;;;;;
2450;86;104;6;;;;;;;;;;;;;;;;;;;;;
2451;69;105;6;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
2452;82;105;6;Titular;95;;;;;;;;;;;;;;;;;;;
2453;71;105;6;Titular;95;;1;;;;;;;;;;;;;;;;;
2454;65;105;6;Titular;95;;1;;;;;;;;;;;;;;;;;
2455;79;105;6;Suplente ingresa;8;;;;;;;;;;;;;;;;;;;
2456;63;105;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2457;77;105;6;Titular;87;;;;;;;;;;;;;;;;;;;
2458;70;105;6;No citado;;;;;;;;;;;;;;;;;;;;
2459;68;105;6;Titular;95;;;;;;;;;;;;;;;;;;;
2460;60;105;6;Titular;95;;;;;;;;;;;;;;;;;;;
2461;62;105;6;Suplente ingresa;40;;;;;;;;;;;;;;;;;;;
2462;76;105;6;Suplente ingresa;45;;;;;;;;;;;;;;;;;;;
2463;73;105;6;No citado;;;;;;;;;;;;;;;;;;;;
2464;78;105;6;Titular;55;;;;;;;;;;;;;;;;;;;
2465;64;105;6;No citado;;;;;;;;;;;;;;;;;;;;
2466;67;105;6;Suplente ingresa;40;;;;;;;;;;;;;;;;;;;
2467;81;105;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2468;83;105;6;Titular;95;;;;;;;;;;;;;;;;;;;
2469;59;105;6;No citado;;;;;;;;;;;;;;;;;;;;
2470;80;105;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2471;74;105;6;Titular;95;;;;;;;;;;;;;;;;;;;
2472;75;105;6;Titular;50;;;;;;;;;;;;;;;;;;;
2473;56;105;6;Promovido;;;;;;;;;;;;;;;;;;;;
2474;61;105;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2475;66;105;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2476;87;105;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2477;85;105;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2478;107;105;6;;;;;;;;;;;;;;;;;;;;;
2479;92;105;6;;;;;;;;;;;;;;;;;;;;;
2480;84;105;6;Titular;55;;;;;;;;;;;;;;;;;;;
2481;95;105;6;;;;;;;;;;;;;;;;;;;;;
2482;86;105;6;;;;;;;;;;;;;;;;;;;;;
2483;69;106;6;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
2484;82;106;6;Titular;95;;;;;;;;;;;;;;;;;;;
2485;71;106;6;Titular;95;;;;;;;;;;;;;;;;;;;
2486;65;106;6;Titular;45;;;;;;;;;;;;;;;;;;;
2487;79;106;6;No citado;;;;;;;;;;;;;;;;;;;;
2488;63;106;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2489;77;106;6;Titular;95;;1;;;;;;;;;;;;;;;;;
2490;70;106;6;Suplente ingresa;28;;1;;;;;;;;;;;;;;;;;
2491;68;106;6;Titular;67;;;;;;;;;;;;;;;;;;;
2492;60;106;6;Suplente ingresa;61;1;;;;;;;;;;;;;;;;;;
2493;62;106;6;Suplente ingresa;28;;;;;;;;;;;;;;;;;;;
2494;76;106;6;Titular;95;;;;;;;;;;;;;;;;;;;
2495;73;106;6;Suplente ingresa;50;;;;;;;;;;;;;;;;;;;
2496;78;106;6;Titular;95;;;;;;;;;;;;;;;;;;;
2497;64;106;6;No citado;;;;;;;;;;;;;;;;;;;;
2498;67;106;6;Suplente ingresa;17;;;;;;;;;;;;;;;;;;;
2499;81;106;6;Titular;80;;;;;;;;;;;;;;;;;;;
2500;83;106;6;Titular;95;;;;;;;;;;;;;;;;;;;
2501;59;106;6;No citado;;;;;;;;;;;;;;;;;;;;
2502;80;106;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2503;74;106;6;Titular;34;;;;;;;;;;;;;;;;;;;
2504;75;106;6;Titular;67;;;;;;;;;;;;;;;;;;;
2505;56;106;6;Promovido;;;;;;;;;;;;;;;;;;;;
2506;61;106;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2507;66;106;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2508;87;106;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2509;85;106;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2510;107;106;6;;;;;;;;;;;;;;;;;;;;;
2511;92;106;6;;;;;;;;;;;;;;;;;;;;;
2512;84;106;6;No citado;;;;;;;;;;;;;;;;;;;;
2513;95;106;6;;;;;;;;;;;;;;;;;;;;;
2514;86;106;6;;;;;;;;;;;;;;;;;;;;;
2515;69;107;6;Titular;95;;;;;;;;;;;;;;;;;;;
2516;82;107;6;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
2517;71;107;6;Titular;83;;;1;;;;;;;;;;;;;;;;
2518;65;107;6;Suplente ingresa;15;;;;;;;;;;;;;;;;;;;
2519;79;107;6;No citado;;;;;;;;;;;;;;;;;;;;
2520;63;107;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2521;77;107;6;Titular;70;;1;;;;;;;;;;;;;;;;;
2522;70;107;6;Suplente ingresa;35;;;;;;;;;;;;;;;;;;;
2523;68;107;6;Suplente ingresa;25;;;;;;;;;;;;;;;;;;;
2524;60;107;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2525;62;107;6;Suplente ingresa;15;;;;;;;;;;;;;;;;;;;
2526;76;107;6;Titular;95;;1;;;;;;;;;;;;;;;;;
2527;73;107;6;Titular;95;1;;;;;;;;;;;;;;;;;;
2528;78;107;6;Titular;95;;;;;;;;;;;;;;;;;;;
2529;64;107;6;No citado;;;;;;;;;;;;;;;;;;;;
2530;67;107;6;Titular;80;;;;;;;;;;;;;;;;;;;
2531;81;107;6;Titular;95;1;;;;;;;;;;;;;;;;;;
2532;83;107;6;Titular;60;1;;;;;;;;;;;;;;;;;;
2533;59;107;6;Suplente ingresa;35;1;;;;;;;;;;;;;;;;;;
2534;80;107;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2535;74;107;6;No citado;;;;;;;;;;;;;;;;;;;;
2536;75;107;6;Titular;60;;;;;;;;;;;;;;;;;;;
2537;56;107;6;Promovido;;;;;;;;;;;;;;;;;;;;
2538;61;107;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2539;66;107;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2540;87;107;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2541;85;107;6;No citado;;;;;;;;;;;;;;;;;;;;
2542;107;107;6;;;;;;;;;;;;;;;;;;;;;
2543;92;107;6;;;;;;;;;;;;;;;;;;;;;
2544;84;107;6;No citado;;;;;;;;;;;;;;;;;;;;
2545;95;107;6;Titular;80;;;;;;;;;;;;;;;;;;;
2546;86;107;6;;;;;;;;;;;;;;;;;;;;;
2547;69;108;6;Titular;94;;;;;;;;;;;;;;;;;;;
2548;82;108;6;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
2549;71;108;6;No citado;;;;;;;;;;;;;;;;;;;;
2550;65;108;6;Titular;94;;;;;;;;;;;;;;;;;;;
2551;79;108;6;No citado;;;;;;;;;;;;;;;;;;;;
2552;63;108;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2553;77;108;6;Titular;78;;;;;;;;;;;;;;;;;;;
2554;70;108;6;Suplente ingresa;29;;1;;;;;;;;;;;;;;;;;
2555;68;108;6;Promovido;;;;;;;;;;;;;;;;;;;;
2556;60;108;6;Suplente ingresa;39;;;;;;;;;;;;;;;;;;;
2557;62;108;6;No citado;;;;;;;;;;;;;;;;;;;;
2558;76;108;6;Titular;94;;;;;;;;;;;;;;;;;;;
2559;73;108;6;Titular;94;;;;;;;;;;;;;;;;;;;
2560;78;108;6;Titular;45;;;;;;;;;;;;;;;;;;;
2561;64;108;6;Suplente ingresa;49;;;;;;;;;;;;;;;;;;;
2562;67;108;6;Titular;65;;;;;;;;;;;;;;;;;;;
2563;81;108;6;Titular;94;;;;;;;;;;;;;;;;;;;
2564;83;108;6;Titular;94;;;;;;;;;;;;;;;;;;;
2565;59;108;6;Suplente ingresa;16;;;;;;;;;;;;;;;;;;;
2566;80;108;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2567;74;108;6;Suplente ingresa;29;;;;;;;;;;;;;;;;;;;
2568;75;108;6;Titular;55;;;;;;;;;;;;;;;;;;;
2569;56;108;6;Promovido;;;;;;;;;;;;;;;;;;;;
2570;61;108;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2571;66;108;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2572;87;108;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2573;85;108;6;;;;;;;;;;;;;;;;;;;;;
2574;107;108;6;;;;;;;;;;;;;;;;;;;;;
2575;92;108;6;;;;;;;;;;;;;;;;;;;;;
2576;84;108;6;No citado;;;;;;;;;;;;;;;;;;;;
2577;95;108;6;Titular;65;;;;;;;;;;;;;;;;;;;
2578;86;108;6;;;;;;;;;;;;;;;;;;;;;
2579;69;109;6;Titular;94;;;;;;;;;;;;;;;;;;;
2580;82;109;6;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
2581;71;109;6;Titular;94;;;;;;;;;;;;;;;;;;;
2582;65;109;6;Suplente ingresa;24;;;;;;;;;;;;;;;;;;;
2583;79;109;6;No citado;;;;;;;;;;;;;;;;;;;;
2584;63;109;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2585;77;109;6;Titular;73;;;;;;;;;;;;;;;;;;;
2586;70;109;6;Titular;94;;;;;;;;;;;;;;;;;;;
2587;68;109;6;Titular;45;;;;;;;;;;;;;;;;;;;
2588;60;109;6;Titular;82;;;;;;;;;;;;;;;;;;;
2589;62;109;6;Suplente ingresa;49;;;;;;;;;;;;;;;;;;;
2590;76;109;6;Titular;94;;;;;;;;;;;;;;;;;;;
2591;73;109;6;Suplente ingresa;49;1;;;;;;;;;;;;;;;;;;
2592;78;109;6;Titular;94;;;;;;;;;;;;;;;;;;;
2593;64;109;6;No citado;;;;;;;;;;;;;;;;;;;;
2594;67;109;6;Suplente ingresa;14;;;;;;;;;;;;;;;;;;;
2595;81;109;6;Titular;45;;;;;;;;;;;;;;;;;;;
2596;83;109;6;Suplente ingresa;49;;;;;;;;;;;;;;;;;;;
2597;59;109;6;No citado;;;;;;;;;;;;;;;;;;;;
2598;80;109;6;No citado;;;;;;;;;;;;;;;;;;;;
2599;74;109;6;Titular;45;;;;;;;;;;;;;;;;;;;
2600;75;109;6;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
2601;56;109;6;Titular;94;;;;;;;;;;;;;;;;;;;
2602;61;109;6;No citado;;;;;;;;;;;;;;;;;;;;
2603;66;109;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2604;87;109;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2605;85;109;6;;;;;;;;;;;;;;;;;;;;;
2606;107;109;6;;;;;;;;;;;;;;;;;;;;;
2607;92;109;6;;;;;;;;;;;;;;;;;;;;;
2608;84;109;6;No citado;;;;;;;;;;;;;;;;;;;;
2609;95;109;6;;;;;;;;;;;;;;;;;;;;;
2610;86;109;6;;;;;;;;;;;;;;;;;;;;;
2611;69;110;6;Titular;90;;;;;;;;;;;;;;;;;;;
2612;82;110;6;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
2613;71;110;6;Titular;90;;;;;;;;;;;;;;;;;;;
2614;65;110;6;Suplente ingresa;45;;;;;;;;;;;;;;;;;;;
2615;79;110;6;No citado;;;;;;;;;;;;;;;;;;;;
2616;63;110;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2617;77;110;6;Titular;90;;;;;;;;;;;;;;;;;;;
2618;70;110;6;Suplente ingresa;30;;;1;;;;;;;;;;;;;;;;
2619;68;110;6;Promovido;;;;;;;;;;;;;;;;;;;;
2620;60;110;6;Suplente ingresa;45;;;;;;;;;;;;;;;;;;;
2621;62;110;6;Titular;45;;;;;;;;;;;;;;;;;;;
2622;76;110;6;Titular;90;1;;;;;;;;;;;;;;;;;;
2623;73;110;6;Titular;90;;;;;;;;;;;;;;;;;;;
2624;78;110;6;Titular;90;;;;;;;;;;;;;;;;;;;
2625;64;110;6;Titular;45;;;;;;;;;;;;;;;;;;;
2626;67;110;6;No citado;;;;;;;;;;;;;;;;;;;;
2627;81;110;6;Titular;56;;;;;;;;;;;;;;;;;;;
2628;83;110;6;Titular;60;1;;;;;;;;;;;;;;;;;;
2629;59;110;6;No citado;;;;;;;;;;;;;;;;;;;;
2630;80;110;6;Titular;80;;;;;;;;;;;;;;;;;;;
2631;74;110;6;No citado;;;;;;;;;;;;;;;;;;;;
2632;75;110;6;Suplente ingresa;10;;;;;;;;;;;;;;;;;;;
2633;56;110;6;Promovido;;;;;;;;;;;;;;;;;;;;
2634;61;110;6;Suplente ingresa;34;;;;;;;;;;;;;;;;;;;
2635;66;110;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2636;87;110;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2637;85;110;6;;;;;;;;;;;;;;;;;;;;;
2638;107;110;6;;;;;;;;;;;;;;;;;;;;;
2639;92;110;6;;;;;;;;;;;;;;;;;;;;;
2640;84;110;6;No citado;;;;;;;;;;;;;;;;;;;;
2641;95;110;6;;;;;;;;;;;;;;;;;;;;;
2642;86;110;6;;;;;;;;;;;;;;;;;;;;;
2643;69;111;6;Titular;90;;;;;;;;;;;;;;;;;;;
2644;82;111;6;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
2645;71;111;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2646;65;111;6;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
2647;79;111;6;No citado;;;;;;;;;;;;;;;;;;;;
2648;63;111;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2649;77;111;6;Titular;90;;;;;;;;;;;;;;;;;;;
2650;70;111;6;Suspendido;;;;;;;;;;;;;;;;;;;;
2651;68;111;6;Titular;90;;;;;;;;;;;;;;;;;;;
2652;60;111;6;Titular;90;;;;;;;;;;;;;;;;;;;
2653;62;111;6;Titular;;;;;;;;;;;;;;;;;;;;
2654;76;111;6;Titular;90;;1;;;;;;;;;;;;;;;;;
2655;73;111;6;Titular;90;;;;;;;;;;;;;;;;;;;
2656;78;111;6;Titular;90;;;;;;;;;;;;;;;;;;;
2657;64;111;6;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
2658;67;111;6;No citado;;;;;;;;;;;;;;;;;;;;
2659;81;111;6;Suplente ingresa;25;;;;;;;;;;;;;;;;;;;
2660;83;111;6;Titular;55;;;;;;;;;;;;;;;;;;;
2661;59;111;6;No citado;;;;;;;;;;;;;;;;;;;;
2662;80;111;6;Titular;66;;;;;;;;;;;;;;;;;;;
2663;74;111;6;Promovido;;;;;;;;;;;;;;;;;;;;
2664;75;111;6;Suplente ingresa;35;;;;;;;;;;;;;;;;;;;
2665;56;111;6;Promovido;;;;;;;;;;;;;;;;;;;;
2666;61;111;6;Suplente ingresa;35;1;;;;;;;;;;;;;;;;;;
2667;66;111;6;No citado;;;;;;;;;;;;;;;;;;;;
2668;87;111;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2669;85;111;6;;;;;;;;;;;;;;;;;;;;;
2670;107;111;6;;;;;;;;;;;;;;;;;;;;;
2671;92;111;6;;;;;;;;;;;;;;;;;;;;;
2672;84;111;6;No citado;;;;;;;;;;;;;;;;;;;;
2673;95;111;6;;;;;;;;;;;;;;;;;;;;;
2674;86;111;6;Titular;90;;;;;;;;;;;;;;;;;;;
2675;69;112;6;Titular;90;;;;;;;;;;;;;;;;;;;
2676;82;112;6;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
2677;71;112;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2678;65;112;6;Suplente ingresa;25;;;;;;;;;;;;;;;;;;;
2679;79;112;6;No citado;;;;;;;;;;;;;;;;;;;;
2680;63;112;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2681;77;112;6;Titular;90;;;;;;;;;;;;;;;;;;;
2682;70;112;6;Titular;90;1;;;;;;;;;;;;;;;;;;
2683;68;112;6;Titular;90;;;;;;;;;;;;;;;;;;;
2684;60;112;6;Suplente ingresa;45;;;;;;;;;;;;;;;;;;;
2685;62;112;6;No citado;;;;;;;;;;;;;;;;;;;;
2686;76;112;6;Titular;90;;1;;;;;;;;;;;;;;;;;
2687;73;112;6;Titular;90;;1;;;;;;;;;;;;;;;;;
2688;78;112;6;Titular;90;;;;;;;;;;;;;;;;;;;
2689;64;112;6;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
2690;67;112;6;No citado;;;;;;;;;;;;;;;;;;;;
2691;81;112;6;Suplente ingresa;27;;;;;;;;;;;;;;;;;;;
2692;83;112;6;Titular;63;;;;;;;;;;;;;;;;;;;
2693;59;112;6;No citado;;;;;;;;;;;;;;;;;;;;
2694;80;112;6;Titular;63;;;;;;;;;;;;;;;;;;;
2695;74;112;6;Titular;45;;;;;;;;;;;;;;;;;;;
2696;75;112;6;No citado;;;;;;;;;;;;;;;;;;;;
2697;56;112;6;Promovido;;;;;;;;;;;;;;;;;;;;
2698;61;112;6;Suplente ingresa;27;;;;;;;;;;;;;;;;;;;
2699;66;112;6;No citado;;;;;;;;;;;;;;;;;;;;
2700;87;112;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2701;85;112;6;;;;;;;;;;;;;;;;;;;;;
2702;107;112;6;;;;;;;;;;;;;;;;;;;;;
2703;92;112;6;;;;;;;;;;;;;;;;;;;;;
2704;84;112;6;No citado;;;;;;;;;;;;;;;;;;;;
2705;95;112;6;;;;;;;;;;;;;;;;;;;;;
2706;86;112;6;Titular;65;;;;;;;;;;;;;;;;;;;
2707;69;113;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2708;82;113;6;Titular;90;;;;;;;;;;;;;;;;;;;
2709;71;113;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2710;65;113;6;Titular;90;;;;;;;;;;;;;;;;;;;
2711;79;113;6;No citado;;;;;;;;;;;;;;;;;;;;
2712;63;113;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2713;77;113;6;Promovido;;;;;;;;;;;;;;;;;;;;
2714;70;113;6;Titular;90;;;;;;;;;;;;;;;;;;;
2715;68;113;6;Titular;90;;;;;;;;;;;;;;;;;;;
2716;60;113;6;Titular;90;;;;;;;;;;;;;;;;;;;
2717;62;113;6;Suplente ingresa;20;1;;;;;;;;;;;;;;;;;;
2718;76;113;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2719;73;113;6;Titular;90;;;;;;;;;;;;;;;;;;;
2720;78;113;6;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
2721;64;113;6;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
2722;67;113;6;No citado;;;;;;;;;;;;;;;;;;;;
2723;81;113;6;Titular;70;;;;;;;;;;;;;;;;;;;
2724;83;113;6;Titular;90;;;;;;;;;;;;;;;;;;;
2725;59;113;6;No citado;;;;;;;;;;;;;;;;;;;;
2726;80;113;6;Titular;90;;1;;;;;;;;;;;;;;;;;
2727;74;113;6;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
2728;75;113;6;Titular;45;;;;;;;;;;;;;;;;;;;
2729;56;113;6;Promovido;;;;;;;;;;;;;;;;;;;;
2730;61;113;6;Suplente ingresa;45;1;;;;;;;;;;;;;;;;;;
2731;66;113;6;;;;;;;;;;;;;;;;;;;;;
2732;87;113;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2733;85;113;6;;;;;;;;;;;;;;;;;;;;;
2734;107;113;6;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
2735;92;113;6;;;;;;;;;;;;;;;;;;;;;
2736;84;113;6;;;;;;;;;;;;;;;;;;;;;
2737;95;113;6;;;;;;;;;;;;;;;;;;;;;
2738;86;113;6;Titular;90;;;;;;;;;;;;;;;;;;;
2739;69;114;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2740;82;114;6;Titular;90;;;;;;;;;;;;;;;;;;;
2741;71;114;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2742;65;114;6;Suplente ingresa;39;;;;;;;;;;;;;;;;;;;
2743;79;114;6;No citado;;;;;;;;;;;;;;;;;;;;
2744;63;114;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2745;77;114;6;Promovido;;;;;;;;;;;;;;;;;;;;
2746;70;114;6;Titular;90;2;;;;;;;;;;;;;;;;;;
2747;68;114;6;Titular;90;;;;;;;;;;;;;;;;;;;
2748;60;114;6;Titular;90;;;;;;;;;;;;;;;;;;;
2749;62;114;6;Suplente ingresa;52;;;;;;;;;;;;;;;;;;;
2750;76;114;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2751;73;114;6;Titular;90;;;;;;;;;;;;;;;;;;;
2752;78;114;6;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
2753;64;114;6;Titular;51;;;;;;;;;;;;;;;;;;;
2754;67;114;6;Titular;79;;;;;;;;;;;;;;;;;;;
2755;81;114;6;Titular;38;;;;;;;;;;;;;;;;;;;
2756;83;114;6;Titular;90;;;;;;;;;;;;;;;;;;;
2757;59;114;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2758;80;114;6;Titular;90;;;;;;;;;;;;;;;;;;;
2759;74;114;6;Titular;84;;;1;;;;;;;;;;;;;;;;
2760;75;114;6;Suplente ingresa;11;;;;;;;;;;;;;;;;;;;
2761;56;114;6;Promovido;;;;;;;;;;;;;;;;;;;;
2762;61;114;6;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
2763;66;114;6;No citado;;;;;;;;;;;;;;;;;;;;
2764;87;114;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2765;85;114;6;;;;;;;;;;;;;;;;;;;;;
2766;107;114;6;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
2767;92;114;6;;;;;;;;;;;;;;;;;;;;;
2768;84;114;6;;;;;;;;;;;;;;;;;;;;;
2769;95;114;6;;;;;;;;;;;;;;;;;;;;;
2770;86;114;6;;;;;;;;;;;;;;;;;;;;;
2771;69;115;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2772;82;115;6;Titular;90;;;;;;;;;;;;;;;;;;;
2773;71;115;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2774;65;115;6;Titular;90;;;;;;;;;;;;;;;;;;;
2775;79;115;6;Titular;90;;;;;;;;;;;;;;;;;;;
2776;63;115;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2777;77;115;6;Promovido;;;;;;;;;;;;;;;;;;;;
2778;70;115;6;Titular;90;1;;;;;;;;;;;;;;;;;;
2779;68;115;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2780;60;115;6;Titular;82;;;;;;;;;;;;;;;;;;;
2781;62;115;6;Titular;90;;;;;;;;;;;;;;;;;;;
2782;76;115;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2783;73;115;6;Titular;90;;;;;;;;;;;;;;;;;;;
2784;78;115;6;Titular;90;;;;;;;;;;;;;;;;;;;
2785;64;115;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2786;67;115;6;Titular;82;;;;;;;;;;;;;;;;;;;
2787;81;115;6;Suplente ingresa;8;;1;;;;;;;;;;;;;;;;;
2788;83;115;6;Titular;90;;1;;;;;;;;;;;;;;;;;
2789;59;115;6;Suplente ingresa;8;;;;;;;;;;;;;;;;;;;
2790;80;115;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2791;74;115;6;Suspendido;;;;;;;;;;;;;;;;;;;;
2792;75;115;6;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
2793;56;115;6;Promovido;;;;;;;;;;;;;;;;;;;;
2794;61;115;6;Titular;70;;;;;;;;;;;;;;;;;;;
2795;66;115;6;No citado;;;;;;;;;;;;;;;;;;;;
2796;87;115;6;Lesionado;;;;;;;;;;;;;;;;;;;;
2797;85;115;6;;;;;;;;;;;;;;;;;;;;;
2798;107;115;6;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
2799;92;115;6;;;;;;;;;;;;;;;;;;;;;
2800;84;115;6;Suplente ingresa;20;;1;;;;;;;;;;;;;;;;;
2801;95;115;6;;;;;;;;;;;;;;;;;;;;;
2802;86;115;6;;;;;;;;;;;;;;;;;;;;;
2803;85;131;8;Promovido;;;;;;;;;;;;;;;;;;;;
2804;86;131;8;Titular;90;;1;;;;;;;;;;;;;;;;;
2805;87;131;8;Titular;90;;1;;;;;;;;;;;;;;;;;
2806;89;131;8;Titular;90;;1;;;;;;;;;;;;;;;;;
2807;90;131;8;Lesionado;;;;;;;;;;;;;;;;;;;;
2808;91;131;8;Titular;80;;;;;;;;;;;;;;;;;;;
2809;92;131;8;Promovido;;;;;;;;;;;;;;;;;;;;
2810;93;131;8;Titular;90;;;;;;;;;;;;;;;;;;;
2811;95;131;8;Titular;90;;;;;;;;;;;;;;;;;;;
2812;96;131;8;Titular;90;;;;;;;;;;;;;;;;;;;
2813;97;131;8;Lesionado;;;;;;;;;;;;;;;;;;;;
2814;98;131;8;Lesionado;;;;;;;;;;;;;;;;;;;;
