IdPartido;IdCompeticionTemporada;Jornada;IdEquipoLocal;IdEquipoVisita;FechaPartido;NombreEvento;GolesLocal;GolesVisita;IsLocal;IsWon;;;;;;;;;;;;;;
299;42;3;1;18;13/08/2022;Temp. 2022 - CLAUSURA - Jornada: 3 - Cat. SUB-20 - Universidad de Chile vs Santiago Wanderers;2;1;1;1;;;;;;;;;;;;;;
300;42;4;1;24;20/08/2022;Temp. 2022 - CLAUSURA - Jornada: 4 - Cat. SUB-20 - Universidad de Chile vs Deportes La Serena;0;1;1;0;;;;;;;;;;;;;;
301;42;5;8;1;27/08/2022;Temp. 2022 - CLAUSURA - Jornada: 5 - Cat. SUB-20 - Huachipato vs Universidad de Chile;1;2;0;1;;;;;;;;;;;;;;
302;42;6;9;1;2/09/2022;Temp. 2022 - CLAUSURA - Jornada: 6 - Cat. SUB-20 - Unión Española vs Universidad de Chile;2;2;0;0;;;;;;;;;;;;;;
303;42;7;1;3;9/09/2022;Temp. 2022 - CLAUSURA - Jornada: 7 - Cat. SUB-20 - Universidad de Chile vs Colo.Colo;2;1;1;1;;;;;;;;;;;;;;
304;42;8;13;1;14/09/2022;Temp. 2022 - CLAUSURA - Jornada: 8 - Cat. SUB-20 - Universidad Catolica vs Universidad de Chile;0;1;0;1;;;;;;;;;;;;;;
305;42;9;4;1;23/09/2022;Temp. 2022 - CLAUSURA - Jornada: 9 - Cat. SUB-20 - Audax Italiano vs Universidad de Chile;1;2;0;1;;;;;;;;;;;;;;
306;42;10;1;17;3/10/2022;Temp. 2022 - CLAUSURA - Jornada: 10 - Cat. SUB-20 - Universidad de Chile vs Cobreloa;2;2;1;0;;;;;;;;;;;;;;
307;42;11;2;1;22/10/2022;Temp. 2022 - CLAUSURA - Jornada: 11 - Cat. SUB-20 - Curicó Unido vs Universidad de Chile;1;3;0;1;;;;;;;;;;;;;;
308;42;12;1;25;###############################################################################################################################################################################################################################################################;Temp. 2022 - CLAUSURA - Jornada: 12 - Cat. SUB-20 - Universidad de Chile vs Palestino;0;0;1;0;;;;;;;;;;;;;;
309;42;13;1;14;;Temp. 2022 - CLAUSURA - Jornada: 13 - Cat. SUB-20 - Universidad de Chile vs Cobresal;0;0;1;0;;;;;;;;;;;;;;
310;42;14;1;27;;Temp. 2022 - CLAUSURA - Jornada: 14 - Cat. SUB-20 - Universidad de Chile vs O'Higgins;0;0;1;0;;;;;;;;;;;;;;
311;42;15;20;1;11/11/2022;Temp. 2022 - CLAUSURA - Jornada: 15 - Cat. SUB-20 - Deportes Temuco vs Universidad de Chile;0;0;0;0;;;;;;;;;;;;;;
312;42;CUARTOS DE FINAL;1;32;;Temp. 2022 - CLAUSURA - Jornada: CUARTOS DE FINAL - Cat. SUB-20 - Universidad de Chile vs Rangers;2;0;1;1;;;;;;;;;;;;;;
313;43;1;25;1;19/03/2022;Temp. 2022 - APERTURA - Jornada: 1 - Cat. SUB-17 - Palestino vs Universidad de Chile;1;0;0;0;;;;;;;;;;;;;;
314;43;2;1;20;23/03/2022;Temp. 2022 - APERTURA - Jornada: 2 - Cat. SUB-17 - Universidad de Chile vs Deportes Temuco;2;1;1;1;;;;;;;;;;;;;;
315;43;3;27;1;27/03/2022;Temp. 2022 - APERTURA - Jornada: 3 - Cat. SUB-17 - O'Higgins vs Universidad de Chile;1;4;0;1;;;;;;;;;;;;;;
316;43;4;1;9;1/04/2022;Temp. 2022 - APERTURA - Jornada: 4 - Cat. SUB-17 - Universidad de Chile vs Unión Española;4;0;1;1;;;;;;;;;;;;;;
317;43;5;1;8;8/04/2022;Temp. 2022 - APERTURA - Jornada: 5 - Cat. SUB-17 - Universidad de Chile vs Huachipato;2;1;1;1;;;;;;;;;;;;;;
318;43;6;18;1;13/04/2022;Temp. 2022 - APERTURA - Jornada: 6 - Cat. SUB-17 - Santiago Wanderers vs Universidad de Chile;1;3;0;1;;;;;;;;;;;;;;
319;43;7;5;1;22/04/2022;Temp. 2022 - APERTURA - Jornada: 7 - Cat. SUB-17 - Everton vs Universidad de Chile;2;4;0;1;;;;;;;;;;;;;;
320;43;8;1;13;6/04/2022;Temp. 2022 - APERTURA - Jornada: 8 - Cat. SUB-17 - Universidad de Chile vs Universidad Catolica;2;3;1;0;;;;;;;;;;;;;;
321;43;9;1;4;13/04/2022;Temp. 2022 - APERTURA - Jornada: 9 - Cat. SUB-17 - Universidad de Chile vs Audax Italiano;2;3;1;0;;;;;;;;;;;;;;
322;43;10;24;1;18/05/2022;Temp. 2022 - APERTURA - Jornada: 10 - Cat. SUB-17 - Deportes La Serena vs Universidad de Chile;1;2;0;1;;;;;;;;;;;;;;
323;43;11;17;1;21/05/2022;Temp. 2022 - APERTURA - Jornada: 11 - Cat. SUB-17 - Cobreloa vs Universidad de Chile;2;2;0;0;;;;;;;;;;;;;;
324;43;12;1;2;27/05/2022;Temp. 2022 - APERTURA - Jornada: 12 - Cat. SUB-17 - Universidad de Chile vs Curicó Unido;6;1;1;1;;;;;;;;;;;;;;
325;43;13;1;32;4/06/2022;Temp. 2022 - APERTURA - Jornada: 13 - Cat. SUB-17 - Universidad de Chile vs Rangers;5;2;1;1;;;;;;;;;;;;;;
326;43;14;14;1;17/06/2022;Temp. 2022 - APERTURA - Jornada: 14 - Cat. SUB-17 - Cobresal vs Universidad de Chile;3;1;0;0;;;;;;;;;;;;;;
327;43;15;3;1;25/06/2022;Temp. 2022 - APERTURA - Jornada: 15 - Cat. SUB-17 - Colo-Colo vs Universidad de Chile;1;5;0;1;;;;;;;;;;;;;;
328;43;CUARTOS DE FINAL;1;20;29/06/2022;Temp. 2022 - APERTURA - Jornada: CUARTOS DE FINAL - Cat. SUB-17 - Universidad de Chile vs Deportes Temuco;2;1;1;1;;;;;;;;;;;;;;
329;43;SEMIFINAL;3;1;4/07/2022;Temp. 2022 - APERTURA - Jornada: SEMIFINAL - Cat. SUB-17 - Colo-Colo vs Universidad de Chile;1;2;0;1;;;;;;;;;;;;;;
330;44;1;32;1;29/07/2022;Temp. 2022 - CLAUSURA - Jornada: 1 - Cat. SUB-17 - Rangers vs Universidad de Chile;1;1;0;0;;;;;;;;;;;;;;
331;44;2;1;5;6/08/2022;Temp. 2022 - CLAUSURA - Jornada: 2 - Cat. SUB-17 - Universidad de Chile vs Everton;2;3;1;0;;;;;;;;;;;;;;
332;44;3;1;18;13/08/2022;Temp. 2022 - CLAUSURA - Jornada: 3 - Cat. SUB-17 - Universidad de Chile vs Santiago Wanderers;3;1;1;1;;;;;;;;;;;;;;
333;44;4;1;24;20/08/2022;Temp. 2022 - CLAUSURA - Jornada: 4 - Cat. SUB-17 - Universidad de Chile vs Deportes La Serena;2;2;1;0;;;;;;;;;;;;;;
334;44;5;8;1;27/08/2022;Temp. 2022 - CLAUSURA - Jornada: 5 - Cat. SUB-17 - Huachipato vs Universidad de Chile;1;0;0;0;;;;;;;;;;;;;;
335;44;6;9;1;2/09/2022;Temp. 2022 - CLAUSURA - Jornada: 6 - Cat. SUB-17 - Unión Española vs Universidad de Chile;1;1;0;0;;;;;;;;;;;;;;
336;44;7;1;3;10/09/2022;Temp. 2022 - CLAUSURA - Jornada: 7 - Cat. SUB-17 - Universidad de Chile vs Colo-Colo;2;4;1;0;;;;;;;;;;;;;;
337;44;8;13;1;14/09/2022;Temp. 2022 - CLAUSURA - Jornada: 8 - Cat. SUB-17 - Universidad Catolica vs Universidad de Chile;3;0;0;0;;;;;;;;;;;;;;
338;44;9;4;1;26/09/2022;Temp. 2022 - CLAUSURA - Jornada: 9 - Cat. SUB-17 - Audax Italiano vs Universidad de Chile;0;0;0;0;;;;;;;;;;;;;;
339;44;10;1;27;7/11/2022;Temp. 2022 - CLAUSURA - Jornada: 10 - Cat. SUB-17 - Universidad de Chile vs O'Higgins;7;1;1;1;;;;;;;;;;;;;;
340;44;11;1;17;3/10/2022;Temp. 2022 - CLAUSURA - Jornada: 11 - Cat. SUB-17 - Universidad de Chile vs Cobreloa;1;1;1;0;;;;;;;;;;;;;;
341;44;12;2;1;22/10/2022;Temp. 2022 - CLAUSURA - Jornada: 12 - Cat. SUB-17 - Curicó Unido vs Universidad de Chile;2;3;0;1;;;;;;;;;;;;;;
342;44;13;1;25;29/10/2022;Temp. 2022 - CLAUSURA - Jornada: 13 - Cat. SUB-17 - Universidad de Chile vs Palestino;1;2;1;0;;;;;;;;;;;;;;
343;44;14;1;14;4/11/2022;Temp. 2022 - CLAUSURA - Jornada: 14 - Cat. SUB-17 - Universidad de Chile vs Cobresal;1;1;1;0;;;;;;;;;;;;;;
344;44;15;1;20;11/11/2022;Temp. 2022 - CLAUSURA - Jornada: 15 - Cat. SUB-17 - Universidad de Chile vs Deportes Temuco;0;2;1;0;;;;;;;;;;;;;;
345;45;1;1;25;19/03/2022;Temp. 2022 - APERTURA - Jornada: 1 - Cat. SUB-16 - Universidad de Chile vs Palestino;1;3;1;0;;;;;;;;;;;;;;
346;45;2;20;1;23/03/2022;Temp. 2022 - APERTURA - Jornada: 2 - Cat. SUB-16 - Deportes Temuco vs Universidad de Chile;1;1;0;0;;;;;;;;;;;;;;
347;45;3;1;27;27/03/2022;Temp. 2022 - APERTURA - Jornada: 3 - Cat. SUB-16 - Universidad de Chile vs O'Higgins;1;3;1;0;;;;;;;;;;;;;;
348;45;4;9;1;3/04/2022;Temp. 2022 - APERTURA - Jornada: 4 - Cat. SUB-16 - Unión Española vs Universidad de Chile;3;1;0;0;;;;;;;;;;;;;;
349;45;5;8;1;9/04/2022;Temp. 2022 - APERTURA - Jornada: 5 - Cat. SUB-16 - Huachipato vs Universidad de Chile;2;1;0;0;;;;;;;;;;;;;;
350;45;6;1;18;13/04/2022;Temp. 2022 - APERTURA - Jornada: 6 - Cat. SUB-16 - Universidad de Chile vs Santiago Wanderers;1;1;1;0;;;;;;;;;;;;;;
351;45;7;1;5;23/04/2022;Temp. 2022 - APERTURA - Jornada: 7 - Cat. SUB-16 - Universidad de Chile vs Everton;1;2;1;0;;;;;;;;;;;;;;
352;45;8;13;1;7/05/2022;Temp. 2022 - APERTURA - Jornada: 8 - Cat. SUB-16 - Universidad Catolica vs Universidad de Chile;5;1;0;0;;;;;;;;;;;;;;
353;45;9;1;4;14/05/2022;Temp. 2022 - APERTURA - Jornada: 9 - Cat. SUB-16 - Universidad de Chile vs Audax Italiano;1;1;1;0;;;;;;;;;;;;;;
354;45;10;1;24;18/05/2022;Temp. 2022 - APERTURA - Jornada: 10 - Cat. SUB-16 - Universidad de Chile vs Deportes La Serena;2;2;1;0;;;;;;;;;;;;;;
355;45;11;1;17;21/05/2022;Temp. 2022 - APERTURA - Jornada: 11 - Cat. SUB-16 - Universidad de Chile vs Cobreloa;4;2;1;1;;;;;;;;;;;;;;
356;45;12;2;1;28/05/2022;Temp. 2022 - APERTURA - Jornada: 12 - Cat. SUB-16 - Curicó Unido vs Universidad de Chile;2;3;0;1;;;;;;;;;;;;;;
357;45;13;32;1;11/06/2022;Temp. 2022 - APERTURA - Jornada: 13 - Cat. SUB-16 - Rangers vs Universidad de Chile;0;4;0;1;;;;;;;;;;;;;;
358;45;14;1;14;19/06/2022;Temp. 2022 - APERTURA - Jornada: 14 - Cat. SUB-16 - Universidad de Chile vs Cobresal;1;2;1;0;;;;;;;;;;;;;;
359;45;15;1;3;25/06/2022;Temp. 2022 - APERTURA - Jornada: 15 - Cat. SUB-16 - Universidad de Chile vs Colo-Colo;1;2;1;0;;;;;;;;;;;;;;
360;46;1;1;32;30/07/2022;Temp. 2022 - CLAUSURA - Jornada: 1 - Cat. SUB-16 - Universidad de Chile vs Rangers;2;1;1;1;;;;;;;;;;;;;;
361;46;2;5;1;6/08/2022;Temp. 2022 - CLAUSURA - Jornada: 2 - Cat. SUB-16 - Everton vs Universidad de Chile;3;2;0;0;;;;;;;;;;;;;;
362;46;3;18;1;16/08/2022;Temp. 2022 - CLAUSURA - Jornada: 3 - Cat. SUB-16 - Santiago Wanderers vs Universidad de Chile;2;2;0;0;;;;;;;;;;;;;;
363;46;4;24;1;20/08/2022;Temp. 2022 - CLAUSURA - Jornada: 4 - Cat. SUB-16 - Deportes La Serena vs Universidad de Chile;1;3;0;1;;;;;;;;;;;;;;
364;46;5;1;8;27/08/2022;Temp. 2022 - CLAUSURA - Jornada: 5 - Cat. SUB-16 - Universidad de Chile vs Huachipato;4;3;1;1;;;;;;;;;;;;;;
365;46;6;1;9;4/09/2022;Temp. 2022 - CLAUSURA - Jornada: 6 - Cat. SUB-16 - Universidad de Chile vs Unión Española;1;2;1;0;;;;;;;;;;;;;;
366;46;7;3;1;11/09/2022;Temp. 2022 - CLAUSURA - Jornada: 7 - Cat. SUB-16 - Colo-Colo vs Universidad de Chile;4;0;0;0;;;;;;;;;;;;;;
367;46;8;1;13;14/09/2022;Temp. 2022 - CLAUSURA - Jornada: 8 - Cat. SUB-16 - Universidad de Chile vs Universida Catolica;0;1;1;0;;;;;;;;;;;;;;
368;46;9;1;4;24/09/2022;Temp. 2022 - CLAUSURA - Jornada: 9 - Cat. SUB-16 - Universidad de Chile vs Audax Italiano;2;2;1;0;;;;;;;;;;;;;;
369;46;10;27;1;1/10/2022;Temp. 2022 - CLAUSURA - Jornada: 10 - Cat. SUB-16 - O'Higgins vs Universidad de Chile;2;1;0;0;;;;;;;;;;;;;;
370;46;11;17;1;15/10/2022;Temp. 2022 - CLAUSURA - Jornada: 11 - Cat. SUB-16 - Cobreloa vs Universidad de Chile;5;1;0;0;;;;;;;;;;;;;;
371;46;12;1;2;22/10/2022;Temp. 2022 - CLAUSURA - Jornada: 12 - Cat. SUB-16 - Universidad de Chile vs Curicó Unido;2;3;1;0;;;;;;;;;;;;;;
372;46;13;25;1;29/10/2022;Temp. 2022 - CLAUSURA - Jornada: 13 - Cat. SUB-16 - Palestino vs Universidad de Chile;3;1;0;0;;;;;;;;;;;;;;
373;46;14;14;1;5/11/2022;Temp. 2022 - CLAUSURA - Jornada: 14 - Cat. SUB-16 - Cobresal vs Universidad de Chile;2;2;0;0;;;;;;;;;;;;;;
374;46;15;1;20;12/11/2022;Temp. 2022 - CLAUSURA - Jornada: 15 - Cat. SUB-16 - Universidad de Chile vs Deportes Temuco;2;0;1;1;;;;;;;;;;;;;;
375;47;1;1;25;19/03/2022;Temp. 2022 - APERTURA - Jornada: 1 - Cat. SUB-15 - Universidad de Chile vs Palestino;1;1;1;0;;;;;;;;;;;;;;
376;47;2;20;1;23/03/2022;Temp. 2022 - APERTURA - Jornada: 2 - Cat. SUB-15 - Deportes Temuco vs Universidad de Chile;2;0;0;0;;;;;;;;;;;;;;
377;47;3;1;27;27/03/2022;Temp. 2022 - APERTURA - Jornada: 3 - Cat. SUB-15 - Universidad de Chile vs O'Higgins;1;1;1;0;;;;;;;;;;;;;;
378;47;4;9;1;2/04/2022;Temp. 2022 - APERTURA - Jornada: 4 - Cat. SUB-15 - Unión Española vs Universidad de Chile;0;2;0;1;;;;;;;;;;;;;;
379;47;5;8;1;9/04/2022;Temp. 2022 - APERTURA - Jornada: 5 - Cat. SUB-15 - Huachipato vs Universidad de Chile;2;3;0;1;;;;;;;;;;;;;;
380;47;6;1;18;13/04/2022;Temp. 2022 - APERTURA - Jornada: 6 - Cat. SUB-15 - Universidad de Chile vs Santiago Wanderers;3;2;1;1;;;;;;;;;;;;;;
381;47;7;1;5;23/04/2022;Temp. 2022 - APERTURA - Jornada: 7 - Cat. SUB-15 - Universidad de Chile vs Everton;6;4;1;1;;;;;;;;;;;;;;
382;47;8;13;1;7/05/2022;Temp. 2022 - APERTURA - Jornada: 8 - Cat. SUB-15 - Universidad Catolica vs Universidad de Chile;2;2;0;0;;;;;;;;;;;;;;
383;47;9;1;4;14/05/2022;Temp. 2022 - APERTURA - Jornada: 9 - Cat. SUB-15 - Universidad de Chile vs Audax Italiano;1;1;1;0;;;;;;;;;;;;;;
384;47;10;1;24;18/05/2022;Temp. 2022 - APERTURA - Jornada: 10 - Cat. SUB-15 - Universidad de Chile vs Deportes La Serena;6;1;1;1;;;;;;;;;;;;;;
385;47;11;1;17;21/05/2022;Temp. 2022 - APERTURA - Jornada: 11 - Cat. SUB-15 - Universidad de Chile vs Cobreloa;3;2;1;1;;;;;;;;;;;;;;
386;47;12;2;1;28/05/2022;Temp. 2022 - APERTURA - Jornada: 12 - Cat. SUB-15 - Curicó Unido vs Universidad de Chile;1;2;0;1;;;;;;;;;;;;;;
387;47;13;32;1;11/06/2022;Temp. 2022 - APERTURA - Jornada: 13 - Cat. SUB-15 - Rangers vs Universidad de Chile;3;1;0;0;;;;;;;;;;;;;;
388;47;14;1;14;18/06/2022;Temp. 2022 - APERTURA - Jornada: 14 - Cat. SUB-15 - Universidad de Chile vs Cobresal;3;0;1;1;;;;;;;;;;;;;;
389;47;15;1;3;25/06/2022;Temp. 2022 - APERTURA - Jornada: 15 - Cat. SUB-15 - Universidad de Chile vs Colo-Colo;0;2;1;0;;;;;;;;;;;;;;
390;47;CUARTOS DE FINAL;20;1;29/06/2022;Temp. 2022 - APERTURA - Jornada: CUARTOS DE FINAL - Cat. SUB-15 - Deportes Temuco vs Universidad de Chile;3;1;0;0;;;;;;;;;;;;;;
391;48;1;1;32;30/07/2022;Temp. 2022 - CLAUSURA - Jornada: 1 - Cat. SUB-15 - Universidad de Chile vs Rangers;5;0;1;1;;;;;;;;;;;;;;
392;48;2;5;1;6/08/2022;Temp. 2022 - CLAUSURA - Jornada: 2 - Cat. SUB-15 - Everton vs Universidad de Chile;1;1;0;0;;;;;;;;;;;;;;
393;48;3;18;1;13/08/2022;Temp. 2022 - CLAUSURA - Jornada: 3 - Cat. SUB-15 - Santiago Wanderers vs Universidad de Chile;1;2;0;1;;;;;;;;;;;;;;
394;48;4;24;1;20/08/2022;Temp. 2022 - CLAUSURA - Jornada: 4 - Cat. SUB-15 - Deportes La Serena vs Universidad de Chile;0;1;0;1;;;;;;;;;;;;;;
395;48;5;1;8;27/08/2022;Temp. 2022 - CLAUSURA - Jornada: 5 - Cat. SUB-15 - Universidad de Chile vs Huachipato;1;2;1;0;;;;;;;;;;;;;;
396;48;6;1;9;3/09/2022;Temp. 2022 - CLAUSURA - Jornada: 6 - Cat. SUB-15 - Universidad de Chile vs Unión Española;0;3;1;0;;;;;;;;;;;;;;
397;48;7;3;1;10/09/2022;Temp. 2022 - CLAUSURA - Jornada: 7 - Cat. SUB-15 - Colo-Colo vs Universidad de Chile;2;0;0;0;;;;;;;;;;;;;;
398;48;8;1;13;14/09/2022;Temp. 2022 - CLAUSURA - Jornada: 8 - Cat. SUB-15 - Universidad de Chile vs Universida Catolica;0;5;1;0;;;;;;;;;;;;;;
399;48;9;1;4;24/09/2022;Temp. 2022 - CLAUSURA - Jornada: 9 - Cat. SUB-15 - Universidad de Chile vs Audax Italiano;1;1;1;0;;;;;;;;;;;;;;
400;48;10;27;1;1/10/2022;Temp. 2022 - CLAUSURA - Jornada: 10 - Cat. SUB-15 - O'Higgins vs Universidad de Chile;1;0;0;0;;;;;;;;;;;;;;
401;48;11;17;1;15/10/2022;Temp. 2022 - CLAUSURA - Jornada: 11 - Cat. SUB-15 - Cobreloa vs Universidad de Chile;2;5;0;1;;;;;;;;;;;;;;
402;48;12;1;2;22/10/2022;Temp. 2022 - CLAUSURA - Jornada: 12 - Cat. SUB-15 - Universidad de Chile vs Curicó Unido;3;0;1;1;;;;;;;;;;;;;;
403;48;13;25;1;29/10/2022;Temp. 2022 - CLAUSURA - Jornada: 13 - Cat. SUB-15 - Palestino vs Universidad de Chile;1;1;0;0;;;;;;;;;;;;;;
404;48;14;14;1;4/11/2022;Temp. 2022 - CLAUSURA - Jornada: 14 - Cat. SUB-15 - Cobresal vs Universidad de Chile;1;3;0;1;;;;;;;;;;;;;;
405;48;15;1;20;12/11/2022;Temp. 2022 - CLAUSURA - Jornada: 15 - Cat. SUB-15 - Universidad de Chile vs Deportes Temuco;1;3;1;0;;;;;;;;;;;;;;
406;49;1;29;1;9/04/2022;Temp. 2022 - APERTURA - Jornada: 1 - Cat. SUB-14 - Deportes Recoleta vs Universidad de Chile;;;0;0;;;;;;;;;;;;;;
407;49;2;1;14;23/04/2022;Temp. 2022 - APERTURA - Jornada: 2 - Cat. SUB-14 - Universidad de Chile vs Cobresal;2;1;1;1;;;;;;;;;;;;;;
408;49;3;27;1;7/05/2022;Temp. 2022 - APERTURA - Jornada: 3 - Cat. SUB-14 - O'Higgins vs Universidad de Chile;1;2;0;1;;;;;;;;;;;;;;
409;49;4;1;36;14/05/2022;Temp. 2022 - APERTURA - Jornada: 4 - Cat. SUB-14 - Universidad de Chile vs AC Barnechea;2;0;1;1;;;;;;;;;;;;;;
410;49;5;9;1;21/05/2022;Temp. 2022 - APERTURA - Jornada: 5 - Cat. SUB-14 - Unión Española vs Universidad de Chile;3;2;0;0;;;;;;;;;;;;;;
411;49;6;1;10;28/05/2022;Temp. 2022 - APERTURA - Jornada: 6 - Cat. SUB-14 - Universidad de Chile vs Magallanes;4;0;1;1;;;;;;;;;;;;;;
412;49;7;26;1;4/06/2022;Temp. 2022 - APERTURA - Jornada: 7 - Cat. SUB-14 - Lautaro De Buin vs Universidad de Chile;1;4;0;1;;;;;;;;;;;;;;
413;49;8;1;22;18/06/2022;Temp. 2022 - APERTURA - Jornada: 8 - Cat. SUB-14 - Universidad de Chile vs Deportes Melipilla;0;2;1;0;;;;;;;;;;;;;;
414;49;9;3;1;25/06/2022;Temp. 2022 - APERTURA - Jornada: 9 - Cat. SUB-14 - Colo-Colo vs Universidad de Chile;7;0;0;0;;;;;;;;;;;;;;
415;50;1;1;29;30/07/2022;Temp. 2022 - CLAUSURA - Jornada: 1 - Cat. SUB-14 - Universidad de Chile vs Deportes Recoleta;3;1;1;1;;;;;;;;;;;;;;
416;50;2;14;1;13/08/2022;Temp. 2022 - CLAUSURA - Jornada: 2 - Cat. SUB-14 - Cobresal vs Universidad de Chile;1;0;0;0;;;;;;;;;;;;;;
417;50;3;1;27;27/08/2022;Temp. 2022 - CLAUSURA - Jornada: 3 - Cat. SUB-14 - Universidad de Chile vs O'Higgins;1;0;1;1;;;;;;;;;;;;;;
418;50;4;36;1;3/09/2022;Temp. 2022 - CLAUSURA - Jornada: 4 - Cat. SUB-14 - AC Barnechea vs Universidad de Chile;0;3;0;1;;;;;;;;;;;;;;
419;50;5;1;9;10/09/2022;Temp. 2022 - CLAUSURA - Jornada: 5 - Cat. SUB-14 - Universidad de Chile vs Unión Española;0;5;1;0;;;;;;;;;;;;;;
420;51;1;29;1;;Temp. 2022 - APERTURA - Jornada: 1 - Cat. SUB-13 - Deportes Recoleta vs Universidad de Chile;;;0;0;;;;;;;;;;;;;;
421;51;2;1;14;23/04/2022;Temp. 2022 - APERTURA - Jornada: 2 - Cat. SUB-13 - Universidad de Chile vs Cobresal;4;2;1;1;;;;;;;;;;;;;;
422;51;3;27;1;7/05/2022;Temp. 2022 - APERTURA - Jornada: 3 - Cat. SUB-13 - O'Higgins vs Universidad de Chile;2;3;0;1;;;;;;;;;;;;;;
423;51;4;1;36;14/05/2022;Temp. 2022 - APERTURA - Jornada: 4 - Cat. SUB-13 - Universidad de Chile vs AC Barnechea;4;1;1;1;;;;;;;;;;;;;;
424;51;5;9;1;21/05/2022;Temp. 2022 - APERTURA - Jornada: 5 - Cat. SUB-13 - Unión Española vs Universidad de Chile;1;0;0;0;;;;;;;;;;;;;;
425;51;6;1;10;28/05/2022;Temp. 2022 - APERTURA - Jornada: 6 - Cat. SUB-13 - Universidad de Chile vs Magallanes;7;1;1;1;;;;;;;;;;;;;;
426;51;7;26;1;4/06/2022;Temp. 2022 - APERTURA - Jornada: 7 - Cat. SUB-13 - Lautaro De Buin vs Universidad de Chile;1;10;0;1;;;;;;;;;;;;;;
427;51;8;1;22;18/06/2022;Temp. 2022 - APERTURA - Jornada: 8 - Cat. SUB-13 - Universidad de Chile vs Deportes Melipilla;9;1;1;1;;;;;;;;;;;;;;
428;51;9;3;1;25/06/2022;Temp. 2022 - APERTURA - Jornada: 9 - Cat. SUB-13 - Colo-Colo vs Universidad de Chile;3;0;0;0;;;;;;;;;;;;;;
429;52;1;1;29;30/07/2022;Temp. 2022 - CLAUSURA - Jornada: 1 - Cat. SUB-13 - Universidad de Chile vs Deportes Recoleta;1;0;1;1;;;;;;;;;;;;;;
430;52;2;14;1;13/08/2022;Temp. 2022 - CLAUSURA - Jornada: 2 - Cat. SUB-13 - Cobresal vs Universidad de Chile;4;4;0;0;;;;;;;;;;;;;;
431;52;3;1;27;27/08/2022;Temp. 2022 - CLAUSURA - Jornada: 3 - Cat. SUB-13 - Universidad de Chile vs O'Higgins;5;2;1;1;;;;;;;;;;;;;;
432;52;4;36;1;3/09/2022;Temp. 2022 - CLAUSURA - Jornada: 4 - Cat. SUB-13 - AC Barnechea vs Universidad de Chile;3;0;0;0;;;;;;;;;;;;;;
433;52;5;1;9;10/09/2022;Temp. 2022 - CLAUSURA - Jornada: 5 - Cat. SUB-13 - Universidad de Chile vs Unión Española;4;1;1;1;;;;;;;;;;;;;;
434;52;6;10;1;24/09/2022;Temp. 2022 - CLAUSURA - Jornada: 6 - Cat. SUB-13 - Magallanes vs Universidad de Chile;1;6;0;1;;;;;;;;;;;;;;
435;52;7;1;26;1/10/2022;Temp. 2022 - CLAUSURA - Jornada: 7 - Cat. SUB-13 - Universidad de Chile vs Lautaro De Buin;10;0;1;1;;;;;;;;;;;;;;
436;52;8;22;1;15/10/2022;Temp. 2022 - CLAUSURA - Jornada: 8 - Cat. SUB-13 - Deportes Melipilla vs Universidad de Chile;0;4;0;1;;;;;;;;;;;;;;
437;52;9;1;3;22/10/2022;Temp. 2022 - CLAUSURA - Jornada: 9 - Cat. SUB-13 - Universidad de Chile vs Colo-Colo;4;3;1;1;;;;;;;;;;;;;;
438;53;1;1;10;17/04/2022;Temp. 2022 - APERTURA - Jornada: 1 - Cat. SUB-12 - Universidad de Chile vs Magallanes;;;1;0;;;;;;;;;;;;;;
439;53;2;19;1;24/04/2022;Temp. 2022 - APERTURA - Jornada: 2 - Cat. SUB-12 - Santiago Morning vs Universidad de Chile;0;1;0;1;;;;;;;;;;;;;;
440;53;3;1;33;7/05/2022;Temp. 2022 - APERTURA - Jornada: 3 - Cat. SUB-12 - Universidad de Chile vs Deportes Santa Cruz;3;1;1;1;;;;;;;;;;;;;;
441;53;4;1;22;14/05/2022;Temp. 2022 - APERTURA - Jornada: 4 - Cat. SUB-12 - Universidad de Chile vs Deportes Melipilla;0;2;1;0;;;;;;;;;;;;;;
442;53;5;18;1;21/05/2022;Temp. 2022 - APERTURA - Jornada: 5 - Cat. SUB-12 - Santiago Wanderers vs Universidad de Chile;3;0;0;0;;;;;;;;;;;;;;
443;53;6;1;5;28/05/2022;Temp. 2022 - APERTURA - Jornada: 6 - Cat. SUB-12 - Universidad de Chile vs Everton;1;2;1;0;;;;;;;;;;;;;;
444;53;7;1;3;;Temp. 2022 - APERTURA - Jornada: 7 - Cat. SUB-12 - Universidad de Chile vs Colo-Colo;;;1;0;;;;;;;;;;;;;;
445;53;8;11;1;;Temp. 2022 - APERTURA - Jornada: 8 - Cat. SUB-12 - Unión La Calera vs Universidad de Chile;;;0;0;;;;;;;;;;;;;;
446;53;9;1;13;;Temp. 2022 - APERTURA - Jornada: 9 - Cat. SUB-12 - Universidad de Chile vs Universidad Catolica;;;1;0;;;;;;;;;;;;;;
447;53;10;25;1;;Temp. 2022 - APERTURA - Jornada: 10 - Cat. SUB-12 - Palestino vs Universidad de Chile;;;0;0;;;;;;;;;;;;;;
448;53;11;1;4;;Temp. 2022 - APERTURA - Jornada: 11 - Cat. SUB-12 - Universidad de Chile vs Audax Italiano;;;1;0;;;;;;;;;;;;;;
