IdPartido;IdCompeticionTemporada;Jornada;IdEquipoLocal;IdEquipoVisita;FechaPartido;NombreEvento;GolesLocal;GolesVisita;IsLocal;IsWon;;;;;;;;;;;;;;
151;9;6;13;1;6/09/2023;Temp. 2023 - CLAUSURA - Jornada: 6 - Cat. SUB-15 - Universidad Catolica vs Universidad de Chile;2;3;0;1;;;;;;;;;;;;;;
152;9;7;1;35;9/09/2023;Temp. 2023 - CLAUSURA - Jornada: 7 - Cat. SUB-15 - Universidad de Chile vs Universidad de Concepción;5;1;1;1;;;;;;;;;;;;;;
153;9;8;9;1;23/09/2023;Temp. 2023 - CLAUSURA - Jornada: 8 - Cat. SUB-15 - Unión Española vs Universidad de Chile;3;0;0;0;;;;;;;;;;;;;;
154;9;9;1;3;30/09/2023;Temp. 2023 - CLAUSURA - Jornada: 9 - Cat. SUB-15 - Universidad de Chile vs Colo-Colo;1;4;1;0;;;;;;;;;;;;;;
155;9;10;1;20;8/10/2023;Temp. 2023 - CLAUSURA - Jornada: 10 - Cat. SUB-15 - Universidad de Chile vs Deportes Temuco;;;1;0;;;;;;;;;;;;;;
156;9;11;4;1;15/10/2023;Temp. 2023 - CLAUSURA - Jornada: 11 - Cat. SUB-15 - Audax Italiano vs Universidad de Chile;;;0;0;;;;;;;;;;;;;;
157;9;12;2;1;29/07/2023;Temp. 2023 - CLAUSURA - Jornada: 12 - Cat. SUB-15 - Curicó Unido vs Universidad de Chile;1;0;0;0;;;;;;;;;;;;;;
158;9;13;1;14;15/07/2023;Temp. 2023 - CLAUSURA - Jornada: 13 - Cat. SUB-15 - Universidad de Chile vs Cobresal;3;1;1;1;;;;;;;;;;;;;;
159;9;14;6;1;19/07/2023;Temp. 2023 - CLAUSURA - Jornada: 14 - Cat. SUB-15 - Coquimbo Unido vs Universidad de Chile;2;1;0;0;;;;;;;;;;;;;;
160;9;15;18;1;3/08/2023;Temp. 2023 - CLAUSURA - Jornada: 15 - Cat. SUB-15 - Santiago Wanderers vs Universidad de Chile;0;0;0;0;;;;;;;;;;;;;;
161;10;1;205;1;28/03/2023;Temp. 2023 - APERTURA - Jornada: 1 - Cat. SUB-14 - Deportes Colina vs Universidad de Chile;0;3;0;1;;;;;;;;;;;;;;
162;10;2;1;29;1/04/2023;Temp. 2023 - APERTURA - Jornada: 2 - Cat. SUB-14 - Universidad de Chile vs Deportes Recoleta;12;1;1;1;;;;;;;;;;;;;;
163;10;3;26;1;15/04/2023;Temp. 2023 - APERTURA - Jornada: 3 - Cat. SUB-14 - Lautaro de Buin vs Universidad de Chile;2;4;0;1;;;;;;;;;;;;;;
164;10;4;22;1;23/04/2023;Temp. 2023 - APERTURA - Jornada: 4 - Cat. SUB-14 - Deportes Melipilla vs Universidad de Chile;1;3;0;1;;;;;;;;;;;;;;
165;10;5;1;19;29/04/2023;Temp. 2023 - APERTURA - Jornada: 5 - Cat. SUB-14 - Universidad de Chile vs Santiago Morning;12;0;1;1;;;;;;;;;;;;;;
166;10;6;13;1;10/05/2023;Temp. 2023 - APERTURA - Jornada: 6 - Cat. SUB-14 - Universidad Catolica vs Universidad de Chile;0;1;0;1;;;;;;;;;;;;;;
167;10;7;1;27;13/05/2023;Temp. 2023 - APERTURA - Jornada: 7 - Cat. SUB-14 - Universidad de Chile vs O'Higgins;3;0;1;1;;;;;;;;;;;;;;
168;10;8;1;36;20/05/2023;Temp. 2023 - APERTURA - Jornada: 8 - Cat. SUB-14 - Universidad de Chile vs AC Barnechea;3;1;1;1;;;;;;;;;;;;;;
169;10;9;25;1;28/05/2023;Temp. 2023 - APERTURA - Jornada: 9 - Cat. SUB-14 - Palestino vs Universidad de Chile;0;2;0;1;;;;;;;;;;;;;;
170;10;10;1;14;3/06/2023;Temp. 2023 - APERTURA - Jornada: 10 - Cat. SUB-14 - Universidad de Chile vs Cobresal;1;1;1;0;;;;;;;;;;;;;;
171;10;11;1;10;10/06/2023;Temp. 2023 - APERTURA - Jornada: 11 - Cat. SUB-14 - Universidad de Chile vs Magallanes;7;0;1;1;;;;;;;;;;;;;;
172;10;SEMIFINAL;1;24;15/06/2023;Temp. 2023 - APERTURA - Jornada: SEMIFINAL - Cat. SUB-14 - Universidad de Chile vs Deportes La Serena;6;1;1;1;;;;;;;;;;;;;;
173;10;FINAL;13;1;20/06/2023;Temp. 2023 - APERTURA - Jornada: FINAL - Cat. SUB-14 - Universidad Catolica vs Universidad de Chile;2;2;0;0;;;;;;;;;;;;;;
174;11;1;1;205;24/06/2023;Temp. 2023 - CLAUSURA - Jornada: 1 - Cat. SUB-14 - Universidad de Chile vs Deportes Colina;8;0;1;1;;;;;;;;;;;;;;
175;11;2;29;1;2/07/2023;Temp. 2023 - CLAUSURA - Jornada: 2 - Cat. SUB-14 - Deportes Recoleta vs Universidad de Chile;2;2;0;0;;;;;;;;;;;;;;
176;11;3;1;26;22/07/2023;Temp. 2023 - CLAUSURA - Jornada: 3 - Cat. SUB-14 - Universidad de Chile vs Lautaro de Buin;9;1;1;1;;;;;;;;;;;;;;
177;11;4;1;22;29/07/2023;Temp. 2023 - CLAUSURA - Jornada: 4 - Cat. SUB-14 - Universidad de Chile vs Deportes Melipilla;6;0;1;1;;;;;;;;;;;;;;
178;11;5;19;1;5/08/2023;Temp. 2023 - CLAUSURA - Jornada: 5 - Cat. SUB-14 - Santiago Morning vs Universidad de Chile;0;1;0;1;;;;;;;;;;;;;;
179;11;6;1;13;12/08/2023;Temp. 2023 - CLAUSURA - Jornada: 6 - Cat. SUB-14 - Universidad de Chile vs Universidad Catolica;4;2;1;1;;;;;;;;;;;;;;
180;11;7;27;1;30/08/2023;Temp. 2023 - CLAUSURA - Jornada: 7 - Cat. SUB-14 - O'Higgins vs Universidad de Chile;1;4;0;1;;;;;;;;;;;;;;
181;11;8;36;1;26/08/2023;Temp. 2023 - CLAUSURA - Jornada: 8 - Cat. SUB-14 - AC Barnechea vs Universidad de Chile;0;2;0;1;;;;;;;;;;;;;;
182;11;9;1;25;2/09/2023;Temp. 2023 - CLAUSURA - Jornada: 9 - Cat. SUB-14 - Universidad de Chile vs Palestino;2;1;1;1;;;;;;;;;;;;;;
183;11;10;14;1;9/09/2023;Temp. 2023 - CLAUSURA - Jornada: 10 - Cat. SUB-14 - Cobresal vs Universidad de Chile;0;1;0;1;;;;;;;;;;;;;;
184;11;11;10;1;24/09/2023;Temp. 2023 - CLAUSURA - Jornada: 11 - Cat. SUB-14 - Magallanes vs Universidad de Chile;0;5;0;1;;;;;;;;;;;;;;
185;11;12;205;1;30/09/2023;Temp. 2023 - CLAUSURA - Jornada: 12 - Cat. SUB-14 - Deportes Colina vs Universidad de Chile;0;8;0;1;;;;;;;;;;;;;;
186;11;13;1;29;07/10/2023;Temp. 2023 - CLAUSURA - Jornada: 13 - Cat. SUB-14 - Universidad de Chile vs Deportes Recoleta;8;0;1;1;;;;;;;;;;;;;;
187;11;14;26;1;15/10/2023;Temp. 2023 - CLAUSURA - Jornada: 14 - Cat. SUB-14 - Lautaro de Buin vs Universidad de Chile;1;2;0;1;;;;;;;;;;;;;;
188;11;15;22;1;21/10/2023;Temp. 2023 - CLAUSURA - Jornada: 15 - Cat. SUB-14 - Deportes Melipilla vs Universidad de Chile;0;3;0;1;;;;;;;;;;;;;;
189;11;16;1;19;28/10/2023;Temp. 2023 - CLAUSURA - Jornada: 16 - Cat. SUB-14 - Universidad de Chile vs Santiago Morning;2;1;1;1;;;;;;;;;;;;;;
190;11;17;13;1;01/11/2023;Temp. 2023 - CLAUSURA - Jornada: 17 - Cat. SUB-14 - Universidad Catolica vs Universidad de Chile;4;0;0;0;;;;;;;;;;;;;;
191;11;18;1;27;04/11/2023;Temp. 2023 - CLAUSURA - Jornada: 18 - Cat. SUB-14 - Universidad de Chile vs O'Higgins;5;0;1;1;;;;;;;;;;;;;;
192;11;19;1;36;15/11/2023;Temp. 2023 - CLAUSURA - Jornada: 19 - Cat. SUB-14 - Universidad de Chile vs AC Barnechea;6;1;1;1;;;;;;;;;;;;;;
193;11;20;25;1;18/11/2023;Temp. 2023 - CLAUSURA - Jornada: 20 - Cat. SUB-14 - Palestino vs Universidad de Chile;3;3;0;0;;;;;;;;;;;;;;
194;11;21;1;14;25/11/2023;Temp. 2023 - CLAUSURA - Jornada: 21 - Cat. SUB-14 - Universidad de Chile vs Cobresal;3;1;1;1;;;;;;;;;;;;;;
195;11;22;1;10;02/12/2023;Temp. 2023 - CLAUSURA - Jornada: 22 - Cat. SUB-14 - Universidad de Chile vs Magallanes;9;0;1;1;;;;;;;;;;;;;;
196;12;1;205;1;25/03/2023;Temp. 2023 - APERTURA - Jornada: 1 - Cat. SUB-13 - Deportes Colina vs Universidad de Chile;0;3;0;1;;;;;;;;;;;;;;
197;12;2;1;29;1/04/2023;Temp. 2023 - APERTURA - Jornada: 2 - Cat. SUB-13 - Universidad de Chile vs Deportes Recoleta;4;0;1;1;;;;;;;;;;;;;;
198;12;3;26;1;15/04/2023;Temp. 2023 - APERTURA - Jornada: 3 - Cat. SUB-13 - Lautaro de Buin vs Universidad de Chile;0;7;0;1;;;;;;;;;;;;;;
199;12;4;22;1;23/04/2023;Temp. 2023 - APERTURA - Jornada: 4 - Cat. SUB-13 - Deportes Melipilla vs Universidad de Chile;2;1;0;0;;;;;;;;;;;;;;
200;12;5;1;19;29/04/2023;Temp. 2023 - APERTURA - Jornada: 5 - Cat. SUB-13 - Universidad de Chile vs Santiago Morning;8;1;1;1;;;;;;;;;;;;;;
201;12;6;13;1;10/05/2023;Temp. 2023 - APERTURA - Jornada: 6 - Cat. SUB-13 - Universidad Catolica vs Universidad de Chile;7;0;0;0;;;;;;;;;;;;;;
202;12;7;1;27;13/05/2023;Temp. 2023 - APERTURA - Jornada: 7 - Cat. SUB-13 - Universidad de Chile vs O'Higgins;3;3;1;0;;;;;;;;;;;;;;
203;12;8;1;36;20/05/2023;Temp. 2023 - APERTURA - Jornada: 8 - Cat. SUB-13 - Universidad de Chile vs AC Barnechea;4;0;1;1;;;;;;;;;;;;;;
204;12;9;9;1;20/05/2023;Temp. 2023 - APERTURA - Jornada: 9 - Cat. SUB-13 - Unión Española vs Universidad de Chile;1;2;0;1;;;;;;;;;;;;;;
205;12;10;1;14;3/06/2023;Temp. 2023 - APERTURA - Jornada: 10 - Cat. SUB-13 - Universidad de Chile vs Cobresal;0;3;1;0;;;;;;;;;;;;;;
206;12;11;1;10;10/06/2023;Temp. 2023 - APERTURA - Jornada: 11 - Cat. SUB-13 - Universidad de Chile vs Magallanes;2;1;1;1;;;;;;;;;;;;;;
207;13;1;1;205;24/06/2023;Temp. 2023 - CLAUSURA - Jornada: 1 - Cat. SUB-13 - Universidad de Chile vs Deportes Colina;15;0;1;1;;;;;;;;;;;;;;
208;13;2;29;1;2/07/2023;Temp. 2023 - CLAUSURA - Jornada: 2 - Cat. SUB-13 - Deportes Recoleta vs Universidad de Chile;2;5;0;1;;;;;;;;;;;;;;
209;13;3;1;26;22/07/2023;Temp. 2023 - CLAUSURA - Jornada: 3 - Cat. SUB-13 - Universidad de Chile vs Lautaro de Buin;4;0;1;1;;;;;;;;;;;;;;
210;13;4;1;22;29/07/2023;Temp. 2023 - CLAUSURA - Jornada: 4 - Cat. SUB-13 - Universidad de Chile vs Deportes Melipilla;7;0;1;1;;;;;;;;;;;;;;
211;13;5;19;1;5/08/2023;Temp. 2023 - CLAUSURA - Jornada: 5 - Cat. SUB-13 - Santiago Morning vs Universidad de Chile;1;0;0;0;;;;;;;;;;;;;;
212;13;6;1;13;12/08/2023;Temp. 2023 - CLAUSURA - Jornada: 6 - Cat. SUB-13 - Universidad de Chile vs Universidad Catolica;2;3;1;0;;;;;;;;;;;;;;
213;13;7;27;1;30/08/2023;Temp. 2023 - CLAUSURA - Jornada: 7 - Cat. SUB-13 - O'Higgins vs Universidad de Chile;0;0;0;0;;;;;;;;;;;;;;
214;13;8;36;1;26/08/2023;Temp. 2023 - CLAUSURA - Jornada: 8 - Cat. SUB-13 - AC Barnechea vs Universidad de Chile;0;1;0;1;;;;;;;;;;;;;;
215;13;9;1;25;2/09/2023;Temp. 2023 - CLAUSURA - Jornada: 9 - Cat. SUB-13 - Universidad de Chile vs Palestino;4;2;1;1;;;;;;;;;;;;;;
216;13;10;14;1;9/09/2023;Temp. 2023 - CLAUSURA - Jornada: 10 - Cat. SUB-13 - Cobresal vs Universidad de Chile;2;0;0;0;;;;;;;;;;;;;;
217;13;11;10;1;24/09/2023;Temp. 2023 - CLAUSURA - Jornada: 11 - Cat. SUB-13 - Magallanes vs Universidad de Chile;0;2;0;1;;;;;;;;;;;;;;
218;13;12;205;1;30/09/2023;Temp. 2023 - CLAUSURA - Jornada: 12 - Cat. SUB-13 - Deportes Colina vs Universidad de Chile;1;7;0;1;;;;;;;;;;;;;;
219;13;13;1;29;7/10/2023;Temp. 2023 - CLAUSURA - Jornada: 13 - Cat. SUB-13 - Universidad de Chile vs Deportes Recoleta;1;0;1;1;;;;;;;;;;;;;;
220;13;14;26;1;15/10/2023;Temp. 2023 - CLAUSURA - Jornada: 14 - Cat. SUB-13 - Lautaro de Buin vs Universidad de Chile;0;5;0;1;;;;;;;;;;;;;;
221;13;15;22;1;21/10/2023;Temp. 2023 - CLAUSURA - Jornada: 15 - Cat. SUB-13 - Deportes Melipilla vs Universidad de Chile;0;1;0;1;;;;;;;;;;;;;;
222;13;16;1;19;28/10/2023;Temp. 2023 - CLAUSURA - Jornada: 16 - Cat. SUB-13 - Universidad de Chile vs Santiago Morning;2;2;1;0;;;;;;;;;;;;;;
223;13;17;13;1;1/11/2023;Temp. 2023 - CLAUSURA - Jornada: 17 - Cat. SUB-13 - Universidad Catolica vs Universidad de Chile;;;0;0;;;;;;;;;;;;;;
224;13;18;1;27;4/11/2023;Temp. 2023 - CLAUSURA - Jornada: 18 - Cat. SUB-13 - Universidad de Chile vs O'Higgins;0;0;1;0;;;;;;;;;;;;;;
225;13;19;1;36;15/11/2023;Temp. 2023 - CLAUSURA - Jornada: 19 - Cat. SUB-13 - Universidad de Chile vs AC Barnechea;3;0;1;1;;;;;;;;;;;;;;
226;13;20;25;1;18/11/2023;Temp. 2023 - CLAUSURA - Jornada: 20 - Cat. SUB-13 - Palestino vs Universidad de Chile;3;0;0;0;;;;;;;;;;;;;;
227;13;21;1;14;25/11/2023;Temp. 2023 - CLAUSURA - Jornada: 21 - Cat. SUB-13 - Universidad de Chile vs Cobresal;0;4;1;0;;;;;;;;;;;;;;
228;13;22;1;10;0212/2023;Temp. 2023 - CLAUSURA - Jornada: 22 - Cat. SUB-13 - Universidad de Chile vs Magallanes;0;0;1;0;;;;;;;;;;;;;;
229;14;1;1;10;15/04/2023;Temp. 2023 - APERTURA - Jornada: 1 - Cat. SUB-12 - Universidad de Chile vs Magallanes;3;1;1;1;;;;;;;;;;;;;;
230;14;2;11;1;22/04/2023;Temp. 2023 - APERTURA - Jornada: 2 - Cat. SUB-12 - Unión La Calera vs Universidad de Chile;0;3;0;1;;;;;;;;;;;;;;
231;14;3;9;1;29/04/2023;Temp. 2023 - APERTURA - Jornada: 3 - Cat. SUB-12 - Unión Española vs Universidad de Chile;0;0;0;0;;;;;;;;;;;;;;
232;14;4;1;36;6/05/2023;Temp. 2023 - APERTURA - Jornada: 4 - Cat. SUB-12 - Universidad de Chile vs AC Barnechea;5;0;1;1;;;;;;;;;;;;;;
233;14;5;14;1;14/05/2023;Temp. 2023 - APERTURA - Jornada: 5 - Cat. SUB-12 - Cobresal vs Universidad de Chile;1;0;0;0;;;;;;;;;;;;;;
234;14;6;1;29;20/05/2023;Temp. 2023 - APERTURA - Jornada: 6 - Cat. SUB-12 - Universidad de Chile vs Deportes Recoleta;4;3;1;1;;;;;;;;;;;;;;
235;14;7;18;1;28/05/2023;Temp. 2023 - APERTURA - Jornada: 7 - Cat. SUB-12 - Santiago Wanderers vs Universidad de Chile;3;3;0;0;;;;;;;;;;;;;;
236;14;8;1;30;3/06/2023;Temp. 2023 - APERTURA - Jornada: 8 - Cat. SUB-12 - Universidad de Chile vs Unión San Felipe;3;2;1;1;;;;;;;;;;;;;;
237;14;9;4;1;10/06/2023;Temp. 2023 - APERTURA - Jornada: 9 - Cat. SUB-12 - Audax Italiano vs Universidad de Chile;1;5;0;1;;;;;;;;;;;;;;
238;14;10;1;14;17/06/2023;Temp. 2023 - APERTURA - Jornada: 10 - Cat. SUB-12 - Universidad de Chile vs Cobresal;2;3;1;0;;;;;;;;;;;;;;
239;14;11;1;3;24/06/2023;Temp. 2023 - APERTURA - Jornada: 11 - Cat. SUB-12 - Universidad de Chile vs Colo-Colo;2;3;1;0;;;;;;;;;;;;;;
240;14;12;2;1;1/07/2023;Temp. 2023 - APERTURA - Jornada: 12 - Cat. SUB-12 - Curicó Unido vs Universidad de Chile;1;3;0;1;;;;;;;;;;;;;;
241;14;13;5;1;3/08/2023;Temp. 2023 - APERTURA - Jornada: 13 - Cat. SUB-12 - Everton vs Universidad de Chile;3;5;0;1;;;;;;;;;;;;;;
242;14;14;1;206;29/07/2023;Temp. 2023 - APERTURA - Jornada: 14 - Cat. SUB-12 - Universidad de Chile vs Real San Joaquin;15;0;1;1;;;;;;;;;;;;;;
243;14;15;27;1;5/08/2023;Temp. 2023 - APERTURA - Jornada: 15 - Cat. SUB-12 - O'Higgins vs Universidad de Chile;1;1;0;0;;;;;;;;;;;;;;
244;14;16;25;1;12/08/2023;Temp. 2023 - APERTURA - Jornada: 16 - Cat. SUB-12 - Palestino vs Universidad de Chile;3;1;0;0;;;;;;;;;;;;;;
245;14;17;1;13;30/08/2023;Temp. 2023 - APERTURA - Jornada: 17 - Cat. SUB-12 - Universidad de Chile vs Universidad Catolica;1;3;1;0;;;;;;;;;;;;;;
246;14;19;21;1;3/09/2023;Temp. 2023 - APERTURA - Jornada: 19 - Cat. SUB-12 - San Luis vs Universidad de Chile;1;2;0;1;;;;;;;;;;;;;;
247;14;20;1;33;9/09/2023;Temp. 2023 - APERTURA - Jornada: 20 - Cat. SUB-12 - Universidad de Chile vs Deportes Santa Cruz;6;0;1;1;;;;;;;;;;;;;;
248;14;21;19;1;24/09/2023;Temp. 2023 - APERTURA - Jornada: 21 - Cat. SUB-12 - Santiago Morning vs Universidad de Chile;1;2;0;1;;;;;;;;;;;;;;
249;14;22;22;1;1/10/2023;Temp. 2023 - APERTURA - Jornada: 22 - Cat. SUB-12 - Deportes Melipilla vs Universidad de Chile;1;2;0;1;;;;;;;;;;;;;;
250;14;23;26;1;8/10/2023;Temp. 2023 - APERTURA - Jornada: 23 - Cat. SUB-12 - Lautaro de Buin vs Universidad de Chile;0;3;0;1;;;;;;;;;;;;;;
251;15;1;1;2;15/10/2023;Temp. 2023 - CLAUSURA - Jornada: 1 - Cat. SUB-12 - Universidad de Chile vs Curicó Unido;0;3;1;0;;;;;;;;;;;;;;
252;15;2;26;1;22/10/2023;Temp. 2023 - CLAUSURA - Jornada: 2 - Cat. SUB-12 - Lautaro de Buin vs Universidad de Chile;0;4;0;1;;;;;;;;;;;;;;
253;15;3;1;207;28/10/2023;Temp. 2023 - CLAUSURA - Jornada: 3 - Cat. SUB-12 - Universidad de Chile vs Juventus;3;0;1;1;;;;;;;;;;;;;;
254;15;4;1;27;5/11/2023;Temp. 2023 - CLAUSURA - Jornada: 4 - Cat. SUB-12 - Universidad de Chile vs O'Higgins;1;0;1;1;;;;;;;;;;;;;;
255;15;5;33;1;12/11/2023;Temp. 2023 - CLAUSURA - Jornada: 5 - Cat. SUB-12 - Deportes Santa Cruz vs Universidad de Chile;0;0;0;0;;;;;;;;;;;;;;
256;16;1;1;10;15/04/2023;Temp. 2023 - APERTURA - Jornada: 1 - Cat. SUB-11 - Universidad de Chile vs Magallanes;5;1;1;1;;;;;;;;;;;;;;
257;16;2;11;1;22/04/2023;Temp. 2023 - APERTURA - Jornada: 2 - Cat. SUB-11 - Unión La Calera vs Universidad de Chile;1;2;0;1;;;;;;;;;;;;;;
258;16;3;9;1;29/04/2023;Temp. 2023 - APERTURA - Jornada: 3 - Cat. SUB-11 - Unión Española vs Universidad de Chile;0;5;0;1;;;;;;;;;;;;;;
259;16;4;1;36;6/05/2023;Temp. 2023 - APERTURA - Jornada: 4 - Cat. SUB-11 - Universidad de Chile vs AC Barnechea;17;0;1;1;;;;;;;;;;;;;;
260;16;5;14;1;14/05/2023;Temp. 2023 - APERTURA - Jornada: 5 - Cat. SUB-11 - Cobresal vs Universidad de Chile;2;8;0;1;;;;;;;;;;;;;;
261;16;6;1;29;20/05/2023;Temp. 2023 - APERTURA - Jornada: 6 - Cat. SUB-11 - Universidad de Chile vs Deportes Recoleta;8;0;1;1;;;;;;;;;;;;;;
262;16;7;18;1;28/05/2023;Temp. 2023 - APERTURA - Jornada: 7 - Cat. SUB-11 - Santiago Wanderers vs Universidad de Chile;2;2;0;0;;;;;;;;;;;;;;
263;16;8;1;30;3/06/2023;Temp. 2023 - APERTURA - Jornada: 8 - Cat. SUB-11 - Universidad de Chile vs Unión San Felipe;3;1;1;1;;;;;;;;;;;;;;
264;16;9;4;1;10/06/2023;Temp. 2023 - APERTURA - Jornada: 9 - Cat. SUB-11 - Audax Italiano vs Universidad de Chile;3;4;0;1;;;;;;;;;;;;;;
265;16;10;1;14;17/06/2023;Temp. 2023 - APERTURA - Jornada: 10 - Cat. SUB-11 - Universidad de Chile vs Cobresal;2;2;1;0;;;;;;;;;;;;;;
266;16;11;1;3;24/06/2023;Temp. 2023 - APERTURA - Jornada: 11 - Cat. SUB-11 - Universidad de Chile vs Colo-Colo;4;4;1;0;;;;;;;;;;;;;;
267;16;12;2;1;1/07/2023;Temp. 2023 - APERTURA - Jornada: 12 - Cat. SUB-11 - Curicó Unido vs Universidad de Chile;5;2;0;0;;;;;;;;;;;;;;
268;16;13;5;1;3/08/2023;Temp. 2023 - APERTURA - Jornada: 13 - Cat. SUB-11 - Everton vs Universidad de Chile;1;2;0;1;;;;;;;;;;;;;;
269;16;14;1;206;29/07/2023;Temp. 2023 - APERTURA - Jornada: 14 - Cat. SUB-11 - Universidad de Chile vs Real San Joaquin;6;1;1;1;;;;;;;;;;;;;;
270;16;15;27;1;5/08/2023;Temp. 2023 - APERTURA - Jornada: 15 - Cat. SUB-11 - O'Higgins vs Universidad de Chile;3;2;0;0;;;;;;;;;;;;;;
271;16;16;25;1;12/08/2023;Temp. 2023 - APERTURA - Jornada: 16 - Cat. SUB-11 - Palestino vs Universidad de Chile;1;2;0;1;;;;;;;;;;;;;;
272;16;17;1;13;30/08/2023;Temp. 2023 - APERTURA - Jornada: 17 - Cat. SUB-11 - Universidad de Chile vs Universidad Catolica;3;1;1;1;;;;;;;;;;;;;;
273;16;19;21;1;3/09/2023;Temp. 2023 - APERTURA - Jornada: 19 - Cat. SUB-11 - San Luis vs Universidad de Chile;2;5;0;1;;;;;;;;;;;;;;
274;16;20;1;33;9/09/2023;Temp. 2023 - APERTURA - Jornada: 20 - Cat. SUB-11 - Universidad de Chile vs Deportes Santa Cruz;8;2;1;1;;;;;;;;;;;;;;
275;16;21;19;1;24/09/2023;Temp. 2023 - APERTURA - Jornada: 21 - Cat. SUB-11 - Santiago Morning vs Universidad de Chile;3;3;0;0;;;;;;;;;;;;;;
276;16;22;22;1;1/10/2023;Temp. 2023 - APERTURA - Jornada: 22 - Cat. SUB-11 - Deportes Melipilla vs Universidad de Chile;0;4;0;1;;;;;;;;;;;;;;
277;16;23;26;1;8/10/2023;Temp. 2023 - APERTURA - Jornada: 23 - Cat. SUB-11 - Lautaro de Buin vs Universidad de Chile;1;4;0;1;;;;;;;;;;;;;;
278;17;1;1;2;15/10/2023;Temp. 2023 - CLAUSURA - Jornada: 1 - Cat. SUB-11 - Universidad de Chile vs Curicó Unido;5;1;1;1;;;;;;;;;;;;;;
279;17;2;26;1;22/10/2023;Temp. 2023 - CLAUSURA - Jornada: 2 - Cat. SUB-11 - Lautaro de Buin vs Universidad de Chile;1;5;0;1;;;;;;;;;;;;;;
280;17;3;1;207;28/10/2023;Temp. 2023 - CLAUSURA - Jornada: 3 - Cat. SUB-11 - Universidad de Chile vs Juventus;8;0;1;1;;;;;;;;;;;;;;
281;17;4;1;27;5/11/2023;Temp. 2023 - CLAUSURA - Jornada: 4 - Cat. SUB-11 - Universidad de Chile vs O'Higgins;2;1;1;1;;;;;;;;;;;;;;
282;17;5;33;1;12/11/2023;Temp. 2023 - CLAUSURA - Jornada: 5 - Cat. SUB-11 - Deportes Santa Cruz vs Universidad de Chile;1;6;0;1;;;;;;;;;;;;;;
283;17;CUARTOS DE FINAL;1;13;18/11/2023;Temp. 2023 - CLAUSURA - Jornada: CUARTOS DE FINAL - Cat. SUB-11 - Universidad de Chile vs Universidad Catolica;2;1;1;1;;;;;;;;;;;;;;
284;3;CUARTOS DE FINAL;3;1;26/11/2023;Temp. 2023 - CLAUSURA - Jornada: CUARTOS DE FINAL - Cat. SUB-20 - Colo-Colo vs Universidad de Chile;1;2;0;1;;;;;;;;;;;;;;
285;5;CUARTOS DE FINAL;3;1;26/11/2023;Temp. 2023 - CLAUSURA - Jornada: CUARTOS DE FINAL - Cat. SUB-17 - Colo-Colo vs Universidad de Chile;2;2;0;0;;;;;;;;;;;;;;
286;17;SEMIFINAL;1;19;25/11/2023;Temp. 2023 - CLAUSURA - Jornada: SEMIFINAL - Cat. SUB-11 - Universidad de Chile vs Santiago Morning;3;1;1;1;;;;;;;;;;;;;;
287;3;SEMIFINAL;10;1;1/12/2023;Temp. 2023 - CLAUSURA - Jornada: SEMIFINAL - Cat. SUB-20 - Magallanes vs Universidad de Chile;2;1;0;0;;;;;;;;;;;;;;
288;17;FINAL;3;1;2/12/2023;Temp. 2023 - CLAUSURA - Jornada: FINAL - Cat. SUB-11 - Colo-Colo vs Universidad de Chile;3;2;0;0;;;;;;;;;;;;;;
289;41;7;5;1;30/04/2022;Temp. 2022 - APERTURA - Jornada: 7 - Cat. SUB-20 - Everton vs Universidad de Chile;2;1;0;0;;;;;;;;;;;;;;
290;41;10;24;1;18/05/2022;Temp. 2022 - APERTURA - Jornada: 10 - Cat. SUB-20 - Deportes La Serena vs Universidad de Chile;4;0;0;0;;;;;;;;;;;;;;
291;41;11;1;17;21/05/2022;Temp. 2022 - APERTURA - Jornada: 11 - Cat. SUB-20 - Universidad de Chile vs Cobreloa;4;0;1;1;;;;;;;;;;;;;;
292;41;12;1;2;27/05/2022;Temp. 2022 - APERTURA - Jornada: 12 - Cat. SUB-20 - Universidad de Chile vs Curicó Unido;1;1;1;0;;;;;;;;;;;;;;
293;41;13;1;32;3/06/2022;Temp. 2022 - APERTURA - Jornada: 13 - Cat. SUB-20 - Universidad de Chile vs Rangers;6;3;1;1;;;;;;;;;;;;;;
294;41;14;14;1;17/06/2022;Temp. 2022 - APERTURA - Jornada: 14 - Cat. SUB-20 - Cobresal vs Universidad de Chile;2;3;0;1;;;;;;;;;;;;;;
295;41;15;3;1;25/06/2022;Temp. 2022 - APERTURA - Jornada: 15 - Cat. SUB-20 - Colo-Colo vs Universidad de Chile;;;0;0;;;;;;;;;;;;;;
296;41;CUARTOS DE FINAL;1;4;29/06/2022;Temp. 2022 - APERTURA - Jornada: CUARTOS DE FINAL - Cat. SUB-20 - Universidad de Chile vs Audax Italiano;;;1;0;;;;;;;;;;;;;;
297;42;1;32;1;29/07/2022;Temp. 2022 - CLAUSURA - Jornada: 1 - Cat. SUB-20 - Rangers vs Universidad de Chile;0;3;0;1;;;;;;;;;;;;;;
298;42;2;1;5;6/08/2022;Temp. 2022 - CLAUSURA - Jornada: 2 - Cat. SUB-20 - Universidad de Chile vs Everton;3;0;1;1;;;;;;;;;;;;;;
